==79409== NVPROF is profiling process 79409, command: ./lassen-executable/hotspot_11 8192 2 2 ../../data/hotspot/temp_8192 ../../data/hotspot/power_8192 output.out
==79409== WG size of kernel = 16 X 16
alloc FilesavingTemp
Number of allocated Data = 1
in api range: 0x200060000000 0x200070000000
alloc FilesavingPower
Number of allocated Data = 2
in api range: 0x200070000000 0x200080000000
pyramidHeight: 2
gridSize: [8192, 8192]
border:[2, 2]
blockGrid:[683, 683]
targetBlock:[12, 12]
Number of allocated Data = 3
in api range: 0x200080000000 0x200090000000
Start computing the transient temperature
Ending simulation
removing 0 1
Profiling application: ./lassen-executable/hotspot_11 8192 2 2 ../../data/hotspot/temp_8192 ../../data/hotspot/power_8192 output.out
==79409== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
28.7062s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072300000  [Unified Memory CPU page faults]
28.7837s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072400000  [Unified Memory CPU page faults]
28.7886s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072410000  [Unified Memory CPU page faults]
28.7935s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072420000  [Unified Memory CPU page faults]
28.8033s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072440000  [Unified Memory CPU page faults]
28.8226s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072480000  [Unified Memory CPU page faults]
28.8614s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072500000  [Unified Memory CPU page faults]
28.9390s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072600000  [Unified Memory CPU page faults]
28.9439s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072610000  [Unified Memory CPU page faults]
28.9488s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072620000  [Unified Memory CPU page faults]
28.9584s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072640000  [Unified Memory CPU page faults]
28.9779s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072680000  [Unified Memory CPU page faults]
29.0166s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072700000  [Unified Memory CPU page faults]
29.0943s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072800000  [Unified Memory CPU page faults]
29.0992s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072810000  [Unified Memory CPU page faults]
29.1040s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072820000  [Unified Memory CPU page faults]
29.1137s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072840000  [Unified Memory CPU page faults]
29.1331s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072880000  [Unified Memory CPU page faults]
29.1717s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072900000  [Unified Memory CPU page faults]
29.2491s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072a00000  [Unified Memory CPU page faults]
29.2541s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072a10000  [Unified Memory CPU page faults]
29.2589s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072a20000  [Unified Memory CPU page faults]
29.2686s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072a40000  [Unified Memory CPU page faults]
29.2880s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072a80000  [Unified Memory CPU page faults]
29.3266s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072b00000  [Unified Memory CPU page faults]
29.4044s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072c00000  [Unified Memory CPU page faults]
29.4093s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072c10000  [Unified Memory CPU page faults]
29.4141s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072c20000  [Unified Memory CPU page faults]
29.4239s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072c40000  [Unified Memory CPU page faults]
29.4432s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072c80000  [Unified Memory CPU page faults]
29.4820s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072d00000  [Unified Memory CPU page faults]
29.6348s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072e00000  [Unified Memory CPU page faults]
29.6397s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072e10000  [Unified Memory CPU page faults]
29.6445s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072e20000  [Unified Memory CPU page faults]
29.6543s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072e40000  [Unified Memory CPU page faults]
29.6736s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072e80000  [Unified Memory CPU page faults]
29.7123s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200072f00000  [Unified Memory CPU page faults]
29.7898s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073000000  [Unified Memory CPU page faults]
29.7946s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073010000  [Unified Memory CPU page faults]
29.7995s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073020000  [Unified Memory CPU page faults]
29.8092s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073040000  [Unified Memory CPU page faults]
29.8319s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073080000  [Unified Memory CPU page faults]
29.8706s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073100000  [Unified Memory CPU page faults]
29.9483s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073200000  [Unified Memory CPU page faults]
29.9532s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073210000  [Unified Memory CPU page faults]
29.9580s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073220000  [Unified Memory CPU page faults]
29.9764s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073240000  [Unified Memory CPU page faults]
29.9978s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073280000  [Unified Memory CPU page faults]
30.0417s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073300000  [Unified Memory CPU page faults]
30.1205s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073400000  [Unified Memory CPU page faults]
30.1255s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073410000  [Unified Memory CPU page faults]
30.1303s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073420000  [Unified Memory CPU page faults]
30.1400s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073440000  [Unified Memory CPU page faults]
30.1595s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073480000  [Unified Memory CPU page faults]
30.2197s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073500000  [Unified Memory CPU page faults]
30.2984s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073600000  [Unified Memory CPU page faults]
30.3032s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073610000  [Unified Memory CPU page faults]
30.3081s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073620000  [Unified Memory CPU page faults]
30.3179s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073640000  [Unified Memory CPU page faults]
30.3372s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073680000  [Unified Memory CPU page faults]
30.3767s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073700000  [Unified Memory CPU page faults]
30.4541s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073800000  [Unified Memory CPU page faults]
30.4590s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073810000  [Unified Memory CPU page faults]
30.4638s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073820000  [Unified Memory CPU page faults]
30.4736s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073840000  [Unified Memory CPU page faults]
30.4929s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073880000  [Unified Memory CPU page faults]
30.5316s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073900000  [Unified Memory CPU page faults]
30.6106s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073a00000  [Unified Memory CPU page faults]
30.6155s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073a10000  [Unified Memory CPU page faults]
30.6203s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073a20000  [Unified Memory CPU page faults]
30.6300s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073a40000  [Unified Memory CPU page faults]
30.6495s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073a80000  [Unified Memory CPU page faults]
30.6882s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073b00000  [Unified Memory CPU page faults]
30.7659s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073c00000  [Unified Memory CPU page faults]
30.7707s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073c10000  [Unified Memory CPU page faults]
30.7756s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073c20000  [Unified Memory CPU page faults]
30.7853s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073c40000  [Unified Memory CPU page faults]
30.8046s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073c80000  [Unified Memory CPU page faults]
30.8434s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073d00000  [Unified Memory CPU page faults]
30.9791s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073e00000  [Unified Memory CPU page faults]
30.9841s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073e10000  [Unified Memory CPU page faults]
30.9889s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073e20000  [Unified Memory CPU page faults]
30.9986s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073e40000  [Unified Memory CPU page faults]
31.0182s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073e80000  [Unified Memory CPU page faults]
31.0571s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200073f00000  [Unified Memory CPU page faults]
31.1346s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074000000  [Unified Memory CPU page faults]
31.1394s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074010000  [Unified Memory CPU page faults]
31.1442s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074020000  [Unified Memory CPU page faults]
31.1540s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074040000  [Unified Memory CPU page faults]
31.1733s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074080000  [Unified Memory CPU page faults]
31.2122s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074100000  [Unified Memory CPU page faults]
31.2896s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074200000  [Unified Memory CPU page faults]
31.2944s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074210000  [Unified Memory CPU page faults]
31.2993s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074220000  [Unified Memory CPU page faults]
31.3091s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074240000  [Unified Memory CPU page faults]
31.3284s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074280000  [Unified Memory CPU page faults]
31.3671s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074300000  [Unified Memory CPU page faults]
31.5285s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074400000  [Unified Memory CPU page faults]
31.5334s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074410000  [Unified Memory CPU page faults]
31.5383s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074420000  [Unified Memory CPU page faults]
31.5479s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074440000  [Unified Memory CPU page faults]
31.5989s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074480000  [Unified Memory CPU page faults]
31.6434s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074500000  [Unified Memory CPU page faults]
31.7209s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074600000  [Unified Memory CPU page faults]
31.7257s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074610000  [Unified Memory CPU page faults]
31.7306s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074620000  [Unified Memory CPU page faults]
31.7403s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074640000  [Unified Memory CPU page faults]
31.7599s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074680000  [Unified Memory CPU page faults]
31.7985s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074700000  [Unified Memory CPU page faults]
31.8759s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074800000  [Unified Memory CPU page faults]
31.8809s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074810000  [Unified Memory CPU page faults]
31.8857s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074820000  [Unified Memory CPU page faults]
31.8954s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074840000  [Unified Memory CPU page faults]
31.9148s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074880000  [Unified Memory CPU page faults]
31.9534s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074900000  [Unified Memory CPU page faults]
32.0308s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074a00000  [Unified Memory CPU page faults]
32.0357s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074a10000  [Unified Memory CPU page faults]
32.0405s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074a20000  [Unified Memory CPU page faults]
32.0503s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074a40000  [Unified Memory CPU page faults]
32.0697s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074a80000  [Unified Memory CPU page faults]
32.1086s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074b00000  [Unified Memory CPU page faults]
32.1860s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074c00000  [Unified Memory CPU page faults]
32.1908s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074c10000  [Unified Memory CPU page faults]
32.1957s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074c20000  [Unified Memory CPU page faults]
32.2055s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074c40000  [Unified Memory CPU page faults]
32.2248s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074c80000  [Unified Memory CPU page faults]
32.2636s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074d00000  [Unified Memory CPU page faults]
32.3658s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074e00000  [Unified Memory CPU page faults]
32.3707s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074e10000  [Unified Memory CPU page faults]
32.3755s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074e20000  [Unified Memory CPU page faults]
32.3852s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074e40000  [Unified Memory CPU page faults]
32.4046s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074e80000  [Unified Memory CPU page faults]
32.4433s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200074f00000  [Unified Memory CPU page faults]
32.5210s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075000000  [Unified Memory CPU page faults]
32.5259s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075010000  [Unified Memory CPU page faults]
32.5308s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075020000  [Unified Memory CPU page faults]
32.5404s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075040000  [Unified Memory CPU page faults]
32.5599s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075080000  [Unified Memory CPU page faults]
32.5988s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075100000  [Unified Memory CPU page faults]
32.6762s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075200000  [Unified Memory CPU page faults]
32.6812s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075210000  [Unified Memory CPU page faults]
32.6860s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075220000  [Unified Memory CPU page faults]
32.6957s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075240000  [Unified Memory CPU page faults]
32.7151s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075280000  [Unified Memory CPU page faults]
32.7538s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075300000  [Unified Memory CPU page faults]
32.8313s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075400000  [Unified Memory CPU page faults]
32.8362s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075410000  [Unified Memory CPU page faults]
32.8417s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075420000  [Unified Memory CPU page faults]
32.8515s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075440000  [Unified Memory CPU page faults]
32.8708s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075480000  [Unified Memory CPU page faults]
32.9110s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075500000  [Unified Memory CPU page faults]
32.9885s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075600000  [Unified Memory CPU page faults]
32.9934s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075610000  [Unified Memory CPU page faults]
32.9982s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075620000  [Unified Memory CPU page faults]
33.0080s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075640000  [Unified Memory CPU page faults]
33.0273s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075680000  [Unified Memory CPU page faults]
33.0660s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075700000  [Unified Memory CPU page faults]
33.1448s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075800000  [Unified Memory CPU page faults]
33.1497s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075810000  [Unified Memory CPU page faults]
33.1545s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075820000  [Unified Memory CPU page faults]
33.1642s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075840000  [Unified Memory CPU page faults]
33.1837s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075880000  [Unified Memory CPU page faults]
33.2223s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075900000  [Unified Memory CPU page faults]
33.2999s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075a00000  [Unified Memory CPU page faults]
33.3047s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075a10000  [Unified Memory CPU page faults]
33.3096s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075a20000  [Unified Memory CPU page faults]
33.3193s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075a40000  [Unified Memory CPU page faults]
33.3387s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075a80000  [Unified Memory CPU page faults]
33.3774s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075b00000  [Unified Memory CPU page faults]
33.4550s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075c00000  [Unified Memory CPU page faults]
33.4600s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075c10000  [Unified Memory CPU page faults]
33.4649s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075c20000  [Unified Memory CPU page faults]
33.4746s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075c40000  [Unified Memory CPU page faults]
33.4940s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075c80000  [Unified Memory CPU page faults]
33.5327s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075d00000  [Unified Memory CPU page faults]
33.6102s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075e00000  [Unified Memory CPU page faults]
33.6150s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075e10000  [Unified Memory CPU page faults]
33.6199s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075e20000  [Unified Memory CPU page faults]
33.6299s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075e40000  [Unified Memory CPU page faults]
33.6492s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075e80000  [Unified Memory CPU page faults]
33.6881s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200075f00000  [Unified Memory CPU page faults]
33.7655s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076000000  [Unified Memory CPU page faults]
33.7704s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076010000  [Unified Memory CPU page faults]
33.7752s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076020000  [Unified Memory CPU page faults]
33.7850s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076040000  [Unified Memory CPU page faults]
33.8043s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076080000  [Unified Memory CPU page faults]
33.8432s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076100000  [Unified Memory CPU page faults]
33.9207s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076200000  [Unified Memory CPU page faults]
33.9256s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076210000  [Unified Memory CPU page faults]
33.9304s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076220000  [Unified Memory CPU page faults]
33.9401s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076240000  [Unified Memory CPU page faults]
33.9595s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076280000  [Unified Memory CPU page faults]
33.9983s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076300000  [Unified Memory CPU page faults]
34.0761s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076400000  [Unified Memory CPU page faults]
34.0809s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076410000  [Unified Memory CPU page faults]
34.0858s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076420000  [Unified Memory CPU page faults]
34.0955s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076440000  [Unified Memory CPU page faults]
34.1148s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076480000  [Unified Memory CPU page faults]
34.1533s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076500000  [Unified Memory CPU page faults]
34.2302s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076600000  [Unified Memory CPU page faults]
34.2360s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076610000  [Unified Memory CPU page faults]
34.2408s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076620000  [Unified Memory CPU page faults]
34.2504s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076640000  [Unified Memory CPU page faults]
34.2697s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076680000  [Unified Memory CPU page faults]
34.3082s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076700000  [Unified Memory CPU page faults]
34.3851s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076800000  [Unified Memory CPU page faults]
34.3899s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076810000  [Unified Memory CPU page faults]
34.3947s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076820000  [Unified Memory CPU page faults]
34.4045s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076840000  [Unified Memory CPU page faults]
34.4236s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076880000  [Unified Memory CPU page faults]
34.4624s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076900000  [Unified Memory CPU page faults]
34.5393s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076a00000  [Unified Memory CPU page faults]
34.5441s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076a10000  [Unified Memory CPU page faults]
34.5490s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076a20000  [Unified Memory CPU page faults]
34.5587s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076a40000  [Unified Memory CPU page faults]
34.5779s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076a80000  [Unified Memory CPU page faults]
34.6163s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076b00000  [Unified Memory CPU page faults]
34.6933s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076c00000  [Unified Memory CPU page faults]
34.6982s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076c10000  [Unified Memory CPU page faults]
34.7030s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076c20000  [Unified Memory CPU page faults]
34.7127s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076c40000  [Unified Memory CPU page faults]
34.7320s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076c80000  [Unified Memory CPU page faults]
34.7707s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076d00000  [Unified Memory CPU page faults]
34.8477s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076e00000  [Unified Memory CPU page faults]
34.8525s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076e10000  [Unified Memory CPU page faults]
34.8574s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076e20000  [Unified Memory CPU page faults]
34.8670s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076e40000  [Unified Memory CPU page faults]
34.8863s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076e80000  [Unified Memory CPU page faults]
34.9247s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200076f00000  [Unified Memory CPU page faults]
35.0017s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200077000000  [Unified Memory CPU page faults]
