==79091== NVPROF is profiling process 79091, command: ./lassen-executable/hotspot_11 2048 2 2 ../../data/hotspot/temp_2048 ../../data/hotspot/power_2048 output.out
==79091== Profiling application: ./lassen-executable/hotspot_11 2048 2 2 ../../data/hotspot/temp_2048 ../../data/hotspot/power_2048 output.out
WG size of kernel = 16 X 16
alloc FilesavingTemp
Number of allocated Data = 1
in api range: 0x200060000000 0x200061000000
alloc FilesavingPower
Number of allocated Data = 2
in api range: 0x200061000000 0x200062000000
pyramidHeight: 2
gridSize: [2048, 2048]
border:[2, 2]
blockGrid:[171, 171]
targetBlock:[12, 12]
Number of allocated Data = 3
in api range: 0x200062000000 0x200063000000
Start computing the transient temperature
Ending simulation
removing 0 1
==79091== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
3.55267s  17.824us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061710000  [Unified Memory Memcpy HtoD]
3.55270s  86.752us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   111   0x200062700000  [Unified Memory GPU page faults]
3.55280s  430.18us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    96   0x200060800000  [Unified Memory GPU page faults]
3.55303s  4.8640us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060800000  [Unified Memory Memcpy HtoD]
3.55314s  4.8960us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061800000  [Unified Memory Memcpy HtoD]
3.55323s  238.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   170   0x200060820000  [Unified Memory GPU page faults]
3.55339s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060820000  [Unified Memory Memcpy HtoD]
3.55339s  3.5520us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060830000  [Unified Memory Memcpy HtoD]
3.55345s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061820000  [Unified Memory Memcpy HtoD]
3.55346s  4.0000us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061830000  [Unified Memory Memcpy HtoD]
3.55347s  334.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    98   0x200060840000  [Unified Memory GPU page faults]
3.55363s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060840000  [Unified Memory Memcpy HtoD]
3.55363s  5.8240us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060850000  [Unified Memory Memcpy HtoD]
3.55371s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061840000  [Unified Memory Memcpy HtoD]
3.55371s  6.0480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061850000  [Unified Memory Memcpy HtoD]
3.55381s  205.70us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   151   0x200062810000  [Unified Memory GPU page faults]
3.55402s  275.14us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    70   0x200060880000  [Unified Memory GPU page faults]
3.55416s  3.4240us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060880000  [Unified Memory Memcpy HtoD]
3.55417s  9.6640us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200060890000  [Unified Memory Memcpy HtoD]
3.55424s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061880000  [Unified Memory Memcpy HtoD]
3.55424s  10.528us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200061890000  [Unified Memory Memcpy HtoD]
3.55429s  96.032us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   139   0x200062880000  [Unified Memory GPU page faults]
3.55439s  198.75us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     8   0x200060900000  [Unified Memory GPU page faults]
3.55448s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060900000  [Unified Memory Memcpy HtoD]
3.55448s  17.088us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060910000  [Unified Memory Memcpy HtoD]
3.55456s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061900000  [Unified Memory Memcpy HtoD]
3.55457s  17.536us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061910000  [Unified Memory Memcpy HtoD]
3.55460s  75.296us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    32   0x200062900000  [Unified Memory GPU page faults]
3.55468s  356.77us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   228   0x200060a00000  [Unified Memory GPU page faults]
3.55489s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060a00000  [Unified Memory Memcpy HtoD]
3.55497s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061a00000  [Unified Memory Memcpy HtoD]
3.55504s  275.14us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   119   0x200060a10000  [Unified Memory GPU page faults]
3.55522s  4.3520us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060a10000  [Unified Memory Memcpy HtoD]
3.55523s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060a30000  [Unified Memory Memcpy HtoD]
3.55530s  4.8640us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061a10000  [Unified Memory Memcpy HtoD]
3.55530s  4.2240us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061a30000  [Unified Memory Memcpy HtoD]
3.55532s  281.34us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x200060a40000  [Unified Memory GPU page faults]
3.55542s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060a40000  [Unified Memory Memcpy HtoD]
3.55542s  5.7280us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060a50000  [Unified Memory Memcpy HtoD]
3.55547s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061a40000  [Unified Memory Memcpy HtoD]
3.55547s  5.7920us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061a50000  [Unified Memory Memcpy HtoD]
3.55560s  163.55us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   256   0x200062a10000  [Unified Memory GPU page faults]
3.55577s  168.16us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   155   0x200062a20000  [Unified Memory GPU page faults]
3.55594s  269.31us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   139   0x200060a80000  [Unified Memory GPU page faults]
3.55609s  3.2320us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060a80000  [Unified Memory Memcpy HtoD]
3.55610s  9.7600us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200060a90000  [Unified Memory Memcpy HtoD]
3.55618s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061a80000  [Unified Memory Memcpy HtoD]
3.55618s  9.6640us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200061a90000  [Unified Memory Memcpy HtoD]
3.55621s  97.024us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   106   0x200062a80000  [Unified Memory GPU page faults]
3.55631s  180.83us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x200060b00000  [Unified Memory GPU page faults]
3.55638s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060b00000  [Unified Memory Memcpy HtoD]
3.55638s  17.344us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060b10000  [Unified Memory Memcpy HtoD]
3.55645s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061b00000  [Unified Memory Memcpy HtoD]
3.55645s  17.376us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061b10000  [Unified Memory Memcpy HtoD]
3.55649s  66.336us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    63   0x200062b00000  [Unified Memory GPU page faults]
3.55657s  317.44us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   233   0x200060c00000  [Unified Memory GPU page faults]
3.55676s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060c00000  [Unified Memory Memcpy HtoD]
3.55684s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061c00000  [Unified Memory Memcpy HtoD]
3.55689s  221.92us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   170   0x200060c10000  [Unified Memory GPU page faults]
3.55704s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060c10000  [Unified Memory Memcpy HtoD]
3.55710s  3.8720us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061c10000  [Unified Memory Memcpy HtoD]
3.55712s  238.02us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   111   0x200060c20000  [Unified Memory GPU page faults]
3.55727s  4.8960us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060c20000  [Unified Memory Memcpy HtoD]
3.55734s  5.1840us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061c20000  [Unified Memory Memcpy HtoD]
3.55736s  318.59us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    25   0x200060c40000  [Unified Memory GPU page faults]
3.55748s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060c40000  [Unified Memory Memcpy HtoD]
3.55748s  6.0480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060c50000  [Unified Memory Memcpy HtoD]
3.55753s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061c40000  [Unified Memory Memcpy HtoD]
3.55753s  6.0480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061c50000  [Unified Memory Memcpy HtoD]
3.55768s  112.51us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   204   0x200062c20000  [Unified Memory GPU page faults]
3.55779s  106.91us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   161   0x200062c40000  [Unified Memory GPU page faults]
3.55790s  346.91us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   152   0x200060c80000  [Unified Memory GPU page faults]
3.55808s  4.6080us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060c80000  [Unified Memory Memcpy HtoD]
3.55809s  8.5760us                    -               -         -         -         -  Tesla V100-SXM2         -         -          384.000000KB   0x200060ca0000  [Unified Memory Memcpy HtoD]
3.55811s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062010000  [Unified Memory Memcpy DtoH]
3.55819s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062010000  [Unified Memory CPU page faults]
3.55820s  4.9920us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061c80000  [Unified Memory Memcpy HtoD]
3.55821s  8.8000us                    -               -         -         -         -  Tesla V100-SXM2         -         -          384.000000KB   0x200061ca0000  [Unified Memory Memcpy HtoD]
3.55825s  80.736us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   124   0x200062c80000  [Unified Memory GPU page faults]
3.55834s  182.02us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    13   0x200060d00000  [Unified Memory GPU page faults]
3.55841s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060d00000  [Unified Memory Memcpy HtoD]
3.55841s  16.896us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060d10000  [Unified Memory Memcpy HtoD]
3.55848s  3.7760us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061d00000  [Unified Memory Memcpy HtoD]
3.55848s  17.344us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061d10000  [Unified Memory Memcpy HtoD]
3.55852s  52.064us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    52   0x200062d00000  [Unified Memory GPU page faults]
3.55858s  379.90us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   146   0x200060e00000  [Unified Memory GPU page faults]
3.55880s  4.7360us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060e00000  [Unified Memory Memcpy HtoD]
3.55889s  5.2480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061e00000  [Unified Memory Memcpy HtoD]
3.55897s  230.85us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   164   0x200060e20000  [Unified Memory GPU page faults]
3.55912s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060e20000  [Unified Memory Memcpy HtoD]
3.55912s  3.9680us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060e30000  [Unified Memory Memcpy HtoD]
3.55918s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061e20000  [Unified Memory Memcpy HtoD]
3.55918s  3.9680us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061e30000  [Unified Memory Memcpy HtoD]
3.55920s  293.22us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   125   0x200060e40000  [Unified Memory GPU page faults]
3.55935s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060e40000  [Unified Memory Memcpy HtoD]
3.55935s  5.7920us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060e50000  [Unified Memory Memcpy HtoD]
3.55941s  4.1280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061e40000  [Unified Memory Memcpy HtoD]
3.55942s  6.3040us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061e50000  [Unified Memory Memcpy HtoD]
3.55950s  162.72us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   142   0x200062e10000  [Unified Memory GPU page faults]
3.55966s  268.35us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    66   0x200060e80000  [Unified Memory GPU page faults]
3.55980s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060e80000  [Unified Memory Memcpy HtoD]
3.55980s  9.6640us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200060e90000  [Unified Memory Memcpy HtoD]
3.55987s  4.0640us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061e80000  [Unified Memory Memcpy HtoD]
3.55988s  10.848us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200061e90000  [Unified Memory Memcpy HtoD]
3.55993s  86.944us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   129   0x200062e80000  [Unified Memory GPU page faults]
3.56002s  106.18us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    22   0x200060f00000  [Unified Memory GPU page faults]
3.56010s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060f00000  [Unified Memory Memcpy HtoD]
3.56010s  17.216us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060f10000  [Unified Memory Memcpy HtoD]
3.56013s  205.31us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   180   0x200061f00000  [Unified Memory GPU page faults]
3.56030s  4.1920us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061f00000  [Unified Memory Memcpy HtoD]
3.56030s  18.848us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061f10000  [Unified Memory Memcpy HtoD]
3.56034s  101.34us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    53   0x200062f00000  [Unified Memory GPU page faults]
3.56705s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062020000  [Unified Memory Memcpy DtoH]
3.56705s  3.2960us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062030000  [Unified Memory Memcpy DtoH]
3.56713s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062020000  [Unified Memory CPU page faults]
3.58586s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062040000  [Unified Memory Memcpy DtoH]
3.58587s  5.2480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062050000  [Unified Memory Memcpy DtoH]
3.58594s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062040000  [Unified Memory CPU page faults]
3.62174s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062080000  [Unified Memory Memcpy DtoH]
3.62174s  9.0880us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062090000  [Unified Memory Memcpy DtoH]
3.62181s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062080000  [Unified Memory CPU page faults]
3.69258s  3.4240us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062100000  [Unified Memory Memcpy DtoH]
3.69258s  16.512us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062110000  [Unified Memory Memcpy DtoH]
3.69266s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062100000  [Unified Memory CPU page faults]
3.83422s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062200000  [Unified Memory Memcpy DtoH]
3.83429s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062200000  [Unified Memory CPU page faults]
3.84315s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062210000  [Unified Memory Memcpy DtoH]
3.84324s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062210000  [Unified Memory CPU page faults]
3.85210s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062220000  [Unified Memory Memcpy DtoH]
3.85210s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062230000  [Unified Memory Memcpy DtoH]
3.85219s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062220000  [Unified Memory CPU page faults]
3.86990s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062240000  [Unified Memory Memcpy DtoH]
3.86991s  5.8560us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062250000  [Unified Memory Memcpy DtoH]
3.86999s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062240000  [Unified Memory CPU page faults]
3.90540s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062280000  [Unified Memory Memcpy DtoH]
3.90540s  9.5040us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062290000  [Unified Memory Memcpy DtoH]
3.90548s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062280000  [Unified Memory CPU page faults]
3.97609s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062300000  [Unified Memory Memcpy DtoH]
3.97610s  16.992us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062310000  [Unified Memory Memcpy DtoH]
3.97618s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062300000  [Unified Memory CPU page faults]
4.11805s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062400000  [Unified Memory Memcpy DtoH]
4.11813s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062400000  [Unified Memory CPU page faults]
4.12711s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062410000  [Unified Memory Memcpy DtoH]
4.12721s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062410000  [Unified Memory CPU page faults]
4.13619s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062420000  [Unified Memory Memcpy DtoH]
4.13619s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062430000  [Unified Memory Memcpy DtoH]
4.13629s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062420000  [Unified Memory CPU page faults]
4.15424s  3.2960us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062440000  [Unified Memory Memcpy DtoH]
4.15425s  5.6960us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062450000  [Unified Memory Memcpy DtoH]
4.15434s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062440000  [Unified Memory CPU page faults]
4.19037s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062480000  [Unified Memory Memcpy DtoH]
4.19038s  9.3760us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062490000  [Unified Memory Memcpy DtoH]
4.19047s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062480000  [Unified Memory CPU page faults]
4.26243s  3.3920us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062500000  [Unified Memory Memcpy DtoH]
4.26243s  16.896us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062510000  [Unified Memory Memcpy DtoH]
4.26252s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062500000  [Unified Memory CPU page faults]
4.40780s  3.9680us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062600000  [Unified Memory Memcpy DtoH]
4.40789s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062600000  [Unified Memory CPU page faults]
4.41688s  3.3280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062610000  [Unified Memory Memcpy DtoH]
4.41699s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062610000  [Unified Memory CPU page faults]
4.42596s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062620000  [Unified Memory Memcpy DtoH]
4.42597s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062630000  [Unified Memory Memcpy DtoH]
4.42607s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062620000  [Unified Memory CPU page faults]
4.44399s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062640000  [Unified Memory Memcpy DtoH]
4.44400s  5.6000us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062650000  [Unified Memory Memcpy DtoH]
4.44410s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062640000  [Unified Memory CPU page faults]
4.48005s  3.5520us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062680000  [Unified Memory Memcpy DtoH]
4.48006s  9.3760us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062690000  [Unified Memory Memcpy DtoH]
4.48015s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062680000  [Unified Memory CPU page faults]
4.55226s  3.4560us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062700000  [Unified Memory Memcpy DtoH]
4.55226s  16.896us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062710000  [Unified Memory Memcpy DtoH]
4.55236s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062700000  [Unified Memory CPU page faults]
4.69608s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062800000  [Unified Memory Memcpy DtoH]
4.69618s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062800000  [Unified Memory CPU page faults]
4.70515s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062810000  [Unified Memory Memcpy DtoH]
4.70526s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062810000  [Unified Memory CPU page faults]
4.71420s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062820000  [Unified Memory Memcpy DtoH]
4.71420s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062830000  [Unified Memory Memcpy DtoH]
4.71431s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062820000  [Unified Memory CPU page faults]
4.73224s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062840000  [Unified Memory Memcpy DtoH]
4.73224s  5.6320us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062850000  [Unified Memory Memcpy DtoH]
4.73235s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062840000  [Unified Memory CPU page faults]
4.76825s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062880000  [Unified Memory Memcpy DtoH]
4.76825s  9.2480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062890000  [Unified Memory Memcpy DtoH]
4.76836s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062880000  [Unified Memory CPU page faults]
4.84270s  3.3280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062900000  [Unified Memory Memcpy DtoH]
4.84270s  16.992us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062910000  [Unified Memory Memcpy DtoH]
4.84280s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062900000  [Unified Memory CPU page faults]
4.98632s  3.5520us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062a00000  [Unified Memory Memcpy DtoH]
4.98644s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062a00000  [Unified Memory CPU page faults]
4.99547s  3.2960us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062a10000  [Unified Memory Memcpy DtoH]
4.99559s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062a10000  [Unified Memory CPU page faults]
5.00451s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062a20000  [Unified Memory Memcpy DtoH]
5.00451s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062a30000  [Unified Memory Memcpy DtoH]
5.00463s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062a20000  [Unified Memory CPU page faults]
5.02247s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062a40000  [Unified Memory Memcpy DtoH]
5.02247s  5.4080us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062a50000  [Unified Memory Memcpy DtoH]
5.02259s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062a40000  [Unified Memory CPU page faults]
5.05825s  3.3920us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062a80000  [Unified Memory Memcpy DtoH]
5.05825s  9.7280us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062a90000  [Unified Memory Memcpy DtoH]
