Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label
0.99,0.31,4099.29,192,20,193536,1.26,14,10,5,60,1024,0,0
0.99,0.31,4099.29,192,20,193536,1.26,14,10,20,33,3024,0,0
0.99,0.31,4099.29,192,20,193536,1.26,14,10,58,20,9072,0,4
0.98,0.29,4030.62,192,20,193536,1.26,14,10,5,60,1024,0,0
0.98,0.29,4030.62,192,20,193536,1.26,14,10,20,33,3024,0,0
0.98,0.29,4030.62,192,20,193536,1.26,14,10,58,20,9072,0,4
0.94,0.3,3945.76,192,20,193536,1.26,14,10,5,60,1024,0,0
0.94,0.3,3945.76,192,20,193536,1.26,14,10,20,33,3024,0,0
0.94,0.3,3945.76,192,20,193536,1.26,14,10,58,20,9072,0,4
0.91,0.29,3907.41,192,20,193536,1.26,14,10,5,60,1024,0,0
0.91,0.29,3907.41,192,20,193536,1.26,14,10,20,33,3024,0,0
0.91,0.29,3907.41,192,20,193536,1.26,14,10,58,20,9072,0,4
0.89,0.29,3838.12,192,20,193536,1.26,14,10,5,60,1024,0,0
0.89,0.29,3838.12,192,20,193536,1.26,14,10,20,33,3024,0,0
0.89,0.29,3838.12,192,20,193536,1.26,14,10,58,20,9072,0,4
1.21,0.35,5431.27,192,20,232704,1.52,14,10,5,52,1024,0,0
1.21,0.35,5431.27,192,20,232704,1.52,14,10,20,26,3636,0,0
1.21,0.35,5431.27,192,20,232704,1.52,14,10,65,34,10908,0,5
1.38,0.4,30709.34,192,60,232704,3.03,5,10,5,52,1024,0,2
1.38,0.4,30709.34,192,60,232704,3.03,5,10,20,26,3636,0,1
1.38,0.4,30709.34,192,60,232704,3.03,5,10,65,34,10908,0,6
0.25,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.25,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.25,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.45,0.42,33457.34,192,60,232704,3.03,5,10,5,52,1024,0,2
1.45,0.42,33457.34,192,60,232704,3.03,5,10,20,26,3636,0,1
1.45,0.42,33457.34,192,60,232704,3.03,5,10,65,34,10908,0,6
0.25,0.07,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.25,0.07,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.25,0.07,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.37,0.4,31568.09,192,60,232704,3.03,5,10,5,52,1024,0,2
1.37,0.4,31568.09,192,60,232704,3.03,5,10,20,26,3636,0,1
1.37,0.4,31568.09,192,60,232704,3.03,5,10,65,34,10908,0,6
0.26,0.07,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.26,0.07,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.26,0.07,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.24,0.36,5622.97,192,20,232704,1.52,14,10,5,52,1024,0,0
1.24,0.36,5622.97,192,20,232704,1.52,14,10,20,26,3636,0,0
1.24,0.36,5622.97,192,20,232704,1.52,14,10,65,34,10908,0,5
1.39,0.4,31491.95,192,60,232704,3.03,5,10,5,52,1024,0,2
1.39,0.4,31491.95,192,60,232704,3.03,5,10,20,26,3636,0,1
1.39,0.4,31491.95,192,60,232704,3.03,5,10,65,34,10908,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.26,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.39,0.4,31143.16,192,60,232704,3.03,5,10,5,52,1024,0,2
1.39,0.4,31143.16,192,60,232704,3.03,5,10,20,26,3636,0,1
1.39,0.4,31143.16,192,60,232704,3.03,5,10,65,34,10908,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.26,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.36,0.39,30666.44,192,60,232704,3.03,5,10,5,52,1024,0,2
1.36,0.39,30666.44,192,60,232704,3.03,5,10,20,26,3636,0,1
1.36,0.39,30666.44,192,60,232704,3.03,5,10,65,34,10908,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.26,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.2,0.35,5449.03,192,20,232704,1.52,14,10,5,52,1024,0,0
1.2,0.35,5449.03,192,20,232704,1.52,14,10,20,26,3636,0,0
1.2,0.35,5449.03,192,20,232704,1.52,14,10,65,34,10908,0,5
1.36,0.39,30660.23,192,60,232704,3.03,5,10,5,52,1024,0,2
1.36,0.39,30660.23,192,60,232704,3.03,5,10,20,26,3636,0,1
1.36,0.39,30660.23,192,60,232704,3.03,5,10,65,34,10908,0,6
0.25,0.07,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.25,0.07,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.25,0.07,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.36,0.39,30185.84,192,60,232704,3.03,5,10,5,52,1024,0,2
1.36,0.39,30185.84,192,60,232704,3.03,5,10,20,26,3636,0,1
1.36,0.39,30185.84,192,60,232704,3.03,5,10,65,34,10908,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.26,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.26,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.34,0.39,29898.41,192,60,232704,3.03,5,10,5,52,1024,0,2
1.34,0.39,29898.41,192,60,232704,3.03,5,10,20,26,3636,0,1
1.34,0.39,29898.41,192,60,232704,3.03,5,10,65,34,10908,0,6
0.25,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.25,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.25,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.15,0.34,5284.2,192,20,232704,1.52,14,10,5,52,1024,0,0
1.15,0.34,5284.2,192,20,232704,1.52,14,10,20,26,3636,0,0
1.15,0.34,5284.2,192,20,232704,1.52,14,10,65,34,10908,0,5
1.35,0.38,29850.53,192,60,232704,3.03,5,10,5,52,1024,0,2
1.35,0.38,29850.53,192,60,232704,3.03,5,10,20,26,3636,0,1
1.35,0.38,29850.53,192,60,232704,3.03,5,10,65,34,10908,0,6
0.25,0.08,1818,192,22,232704,1.52,14,10,5,52,1024,0,0
0.25,0.08,1818,192,22,232704,1.52,14,10,20,26,3636,0,6
0.25,0.08,1818,192,22,232704,1.52,14,10,65,34,10908,0,6
1.14,0.34,5198.64,192,20,232704,1.52,14,10,5,52,1024,0,0
1.14,0.34,5198.64,192,20,232704,1.52,14,10,20,26,3636,0,0
1.14,0.34,5198.64,192,20,232704,1.52,14,10,65,34,10908,0,5
1.11,0.33,5078.94,192,20,232704,1.52,14,10,5,52,1024,0,0
1.11,0.33,5078.94,192,20,232704,1.52,14,10,20,26,3636,0,0
1.11,0.33,5078.94,192,20,232704,1.52,14,10,65,34,10908,0,5
1.12,0.33,5001.99,192,20,232704,1.52,14,10,5,52,1024,0,0
1.12,0.33,5001.99,192,20,232704,1.52,14,10,20,26,3636,0,0
1.12,0.33,5001.99,192,20,232704,1.52,14,10,65,34,10908,0,5
1.11,0.32,4909.53,192,20,232704,1.52,14,10,5,52,1024,0,0
1.11,0.32,4909.53,192,20,232704,1.52,14,10,20,26,3636,0,0
1.11,0.32,4909.53,192,20,232704,1.52,14,10,65,34,10908,0,5
1.07,0.32,4859.71,192,20,232704,1.52,14,10,5,52,1024,0,0
1.07,0.32,4859.71,192,20,232704,1.52,14,10,20,26,3636,0,0
1.07,0.32,4859.71,192,20,232704,1.52,14,10,65,34,10908,0,5
1.07,0.31,4783.83,192,20,232704,1.52,14,10,5,52,1024,0,0
1.07,0.31,4783.83,192,20,232704,1.52,14,10,20,26,3636,0,0
1.07,0.31,4783.83,192,20,232704,1.52,14,10,65,34,10908,0,5
2.95,0.77,46625.9,256,40,1893376,15.41,6,8,13,207,4152,0,0
2.95,0.77,46625.9,256,40,1893376,15.41,6,8,13,36,4288.000512,16,0
0.56,0.22,756.69,256,40,30976,0.25,6,8,2,2,68,0,0
0.56,0.22,756.69,256,40,30976,0.25,6,8,2,7,84,8,0
3.16,0.8,184644.69,256,40,7485696,60.92,6,8,49,640,16387.99974,0,0
3.16,0.8,184644.69,256,40,7485696,60.92,6,8,48,0,16383.99974,0,0
1.35,0.46,3030.7,256,40,123904,1.01,6,8,4,47,268,0,0
1.35,0.46,3030.7,256,40,123904,1.01,6,8,2,0,428,12,0
3.19,0.8,738638.7,256,40,29942784,243.67,6,8,192,1,65536.00538,0,0
3.19,0.8,738638.7,256,40,29942784,243.67,6,8,193,1466,65616.00512,0,0
2.37,0.66,11652.69,256,40,473344,3.85,6,8,6,86,1076,0,0
2.37,0.66,11652.69,256,40,473344,3.85,6,8,2,51,1200,24,0
0.19,0.17,219.9,256,40,9216,0.07,6,8,1,138,80,64,0
0.19,0.17,219.9,256,40,9216,0.07,6,8,3,1207,116,12,0
3.23,0.81,2947140.69,256,40,119421184,971.85,6,8,768,91,262144,0,0
3.23,0.81,2947140.69,256,40,119421184,971.85,6,8,768,6730,262144,0,0
0.18,0.08,6555.94,16,16,1016064,24.81,128,64,23,46,4032,4032,2
0.18,0.08,6555.94,16,16,1016064,24.81,128,64,2,256,64,64,4
0.18,0.08,6555.94,16,16,1016064,24.81,128,64,12,47,4032,0,3
0,0.08,4.9,512,17,1024,0.01,5,4,23,46,4032,4032,0
0,0.08,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.08,4.9,512,17,1024,0.01,5,4,12,47,4032,0,0
0.18,0.08,6555.94,16,16,1016064,24.81,128,64,23,46,4032,4032,2
0.18,0.08,6555.94,16,16,1016064,24.81,128,64,2,256,64,64,4
0.18,0.08,6555.94,16,16,1016064,24.81,128,64,12,47,4032,0,3
0,0.08,4.9,512,17,1024,0.01,5,4,23,46,4032,4032,0
0,0.08,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.08,4.9,512,17,1024,0.01,5,4,12,47,4032,0,0
0.18,0.08,6537.8,16,16,1016064,24.81,128,64,23,46,4032,4032,2
0.18,0.08,6537.8,16,16,1016064,24.81,128,64,2,256,64,64,4
0.18,0.08,6537.8,16,16,1016064,24.81,128,64,12,47,4032,0,3
0,0.08,4.9,512,17,1024,0.01,5,4,23,46,4032,4032,0
0,0.08,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.08,4.9,512,17,1024,0.01,5,4,12,47,4032,0,0
0.18,0.08,6524.46,16,16,1016064,24.81,128,64,23,46,4032,4032,2
0.18,0.08,6524.46,16,16,1016064,24.81,128,64,2,256,64,64,4
0.18,0.08,6524.46,16,16,1016064,24.81,128,64,12,47,4032,0,3
0,0.08,4.9,512,17,1024,0.01,5,4,23,46,4032,4032,0
0,0.08,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.08,4.9,512,17,1024,0.01,5,4,12,47,4032,0,0
0.18,0.08,6524.46,16,16,1016064,24.81,128,64,23,46,4032,4032,2
0.18,0.08,6524.46,16,16,1016064,24.81,128,64,2,256,64,64,4
0.18,0.08,6524.46,16,16,1016064,24.81,128,64,12,47,4032,0,3
0,0.08,4.9,512,17,1024,0.01,5,4,23,46,4032,4032,0
0,0.08,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.08,4.9,512,17,1024,0.01,5,4,12,47,4032,0,0
0.18,0.08,6765.6,16,16,1048576,25.6,128,64,26,282,4160,4160,2
0.18,0.08,6765.6,16,16,1048576,25.6,128,64,2,256,64,64,5
0.18,0.08,6765.6,16,16,1048576,25.6,128,64,12,46,4096,0,5
0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.07,4.9,512,17,1024,0.01,5,4,12,46,4096,0,0
0.19,0.08,6765.6,16,16,1048576,25.6,128,64,26,282,4160,4160,2
0.19,0.08,6765.6,16,16,1048576,25.6,128,64,2,256,64,64,5
0.19,0.08,6765.6,16,16,1048576,25.6,128,64,12,46,4096,0,5
0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.07,4.9,512,17,1024,0.01,5,4,12,46,4096,0,0
0.18,0.08,6747.17,16,16,1048576,25.6,128,64,26,282,4160,4160,2
0.18,0.08,6747.17,16,16,1048576,25.6,128,64,2,256,64,64,5
0.18,0.08,6747.17,16,16,1048576,25.6,128,64,12,46,4096,0,5
0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.07,4.9,512,17,1024,0.01,5,4,12,46,4096,0,0
0.18,0.08,6733.62,16,16,1048576,25.6,128,64,26,282,4160,4160,2
0.18,0.08,6733.62,16,16,1048576,25.6,128,64,2,256,64,64,5
0.18,0.08,6733.62,16,16,1048576,25.6,128,64,12,46,4096,0,5
0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.07,4.9,512,17,1024,0.01,5,4,12,46,4096,0,0
0.18,0.09,6733.62,16,16,1048576,25.6,128,64,26,282,4160,4160,2
0.18,0.09,6733.62,16,16,1048576,25.6,128,64,2,256,64,64,5
0.18,0.09,6733.62,16,16,1048576,25.6,128,64,12,46,4096,0,5
0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,1
0,0.07,4.9,512,17,1024,0.01,5,4,12,46,4096,0,0
0.05,0.04,81.64,16,16,12544,0.31,128,64,2,56,64,64,0
0.05,0.04,81.64,16,16,12544,0.31,128,64,0,0,0,0,2
0.05,0.04,81.64,16,16,12544,0.31,128,64,1,8,64,0,5
0,0.05,0.99,512,17,512,0,5,4,2,56,64,64,0
0,0.05,0.99,512,17,512,0,5,4,0,0,0,0,0
0,0.05,0.99,512,17,512,0,5,4,1,8,64,0,0
0.05,0.04,81.64,16,16,12544,0.31,128,64,2,56,64,64,0
0.05,0.04,81.64,16,16,12544,0.31,128,64,0,0,0,0,2
0.05,0.04,81.64,16,16,12544,0.31,128,64,1,8,64,0,5
0,0.05,0.99,512,17,512,0,5,4,2,56,64,64,0
0,0.05,0.99,512,17,512,0,5,4,0,0,0,0,0
0,0.05,0.99,512,17,512,0,5,4,1,8,64,0,0
0.05,0.04,79.6,16,16,12544,0.31,128,64,2,56,64,64,0
0.05,0.04,79.6,16,16,12544,0.31,128,64,0,0,0,0,2
0.05,0.04,79.6,16,16,12544,0.31,128,64,1,8,64,0,5
0,0.06,0.99,512,17,512,0,5,4,2,56,64,64,0
0,0.06,0.99,512,17,512,0,5,4,0,0,0,0,0
0,0.06,0.99,512,17,512,0,5,4,1,8,64,0,0
0.05,0.04,78.16,16,16,12544,0.31,128,64,2,56,64,64,0
0.05,0.04,78.16,16,16,12544,0.31,128,64,0,0,0,0,2
0.05,0.04,78.16,16,16,12544,0.31,128,64,1,8,64,0,5
0,0.05,0.99,512,17,512,0,5,4,2,56,64,64,0
0,0.05,0.99,512,17,512,0,5,4,0,0,0,0,0
0,0.05,0.99,512,17,512,0,5,4,1,8,64,0,0
0.05,0.04,78.16,16,16,12544,0.31,128,64,2,56,64,64,0
0.05,0.04,78.16,16,16,12544,0.31,128,64,0,0,0,0,2
0.05,0.04,78.16,16,16,12544,0.31,128,64,1,8,64,0,5
0,0.05,0.99,512,17,512,0,5,4,2,56,64,64,0
0,0.05,0.99,512,17,512,0,5,4,0,0,0,0,0
0,0.05,0.99,512,17,512,0,5,4,1,8,64,0,0
0.06,0.05,106.5,16,16,16384,0.4,128,64,4,64,128,128,0
0.06,0.05,106.5,16,16,16384,0.4,128,64,2,8,64,64,5
0.06,0.05,106.5,16,16,16384,0.4,128,64,1,1,64,0,3
0,0.05,0.99,512,17,512,0,5,4,4,64,128,128,0
0,0.05,0.99,512,17,512,0,5,4,2,8,64,64,0
0,0.05,0.99,512,17,512,0,5,4,1,1,64,0,0
0.06,0.04,106.5,16,16,16384,0.4,128,64,4,64,128,128,0
0.06,0.04,106.5,16,16,16384,0.4,128,64,2,8,64,64,5
0.06,0.04,106.5,16,16,16384,0.4,128,64,1,1,64,0,3
0,0.05,0.99,512,17,512,0,5,4,4,64,128,128,0
0,0.05,0.99,512,17,512,0,5,4,2,8,64,64,0
0,0.05,0.99,512,17,512,0,5,4,1,1,64,0,0
0.06,0.04,104.17,16,16,16384,0.4,128,64,4,64,128,128,0
0.06,0.04,104.17,16,16,16384,0.4,128,64,2,8,64,64,5
0.06,0.04,104.17,16,16,16384,0.4,128,64,1,1,64,0,3
0,0.05,0.99,512,17,512,0,5,4,4,64,128,128,0
0,0.05,0.99,512,17,512,0,5,4,2,8,64,64,0
0,0.05,0.99,512,17,512,0,5,4,1,1,64,0,0
0.06,0.05,102.53,16,16,16384,0.4,128,64,4,64,128,128,0
0.06,0.05,102.53,16,16,16384,0.4,128,64,2,8,64,64,5
0.06,0.05,102.53,16,16,16384,0.4,128,64,1,1,64,0,3
0,0.05,0.99,512,17,512,0,5,4,4,64,128,128,0
0,0.05,0.99,512,17,512,0,5,4,2,8,64,64,0
0,0.05,0.99,512,17,512,0,5,4,1,1,64,0,0
0.06,0.04,102.53,16,16,16384,0.4,128,64,4,64,128,128,0
0.06,0.04,102.53,16,16,16384,0.4,128,64,2,8,64,64,5
0.06,0.04,102.53,16,16,16384,0.4,128,64,1,1,64,0,3
0,0.05,0.99,512,17,512,0,5,4,4,64,128,128,0
0,0.05,0.99,512,17,512,0,5,4,2,8,64,64,0
0,0.05,0.99,512,17,512,0,5,4,1,1,64,0,0
0.07,0.05,134.66,16,16,20736,0.51,128,64,4,68,128,128,0
0.07,0.05,134.66,16,16,20736,0.51,128,64,0,0,0,0,1
0.07,0.05,134.66,16,16,20736,0.51,128,64,1,6,64,0,3
0,0.06,1.11,512,17,512,0,5,4,4,68,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,6,64,0,0
0.07,0.05,134.66,16,16,20736,0.51,128,64,4,68,128,128,0
0.07,0.05,134.66,16,16,20736,0.51,128,64,0,0,0,0,1
0.07,0.05,134.66,16,16,20736,0.51,128,64,1,6,64,0,3
0,0.05,1.11,512,17,512,0,5,4,4,68,128,128,0
0,0.05,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.05,1.11,512,17,512,0,5,4,1,6,64,0,0
0.07,0.05,132.05,16,16,20736,0.51,128,64,4,68,128,128,0
0.07,0.05,132.05,16,16,20736,0.51,128,64,0,0,0,0,1
0.07,0.05,132.05,16,16,20736,0.51,128,64,1,6,64,0,3
0,0.06,1.11,512,17,512,0,5,4,4,68,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,6,64,0,0
0.07,0.05,130.19,16,16,20736,0.51,128,64,4,68,128,128,0
0.07,0.05,130.19,16,16,20736,0.51,128,64,0,0,0,0,1
0.07,0.05,130.19,16,16,20736,0.51,128,64,1,6,64,0,3
0,0.06,1.11,512,17,512,0,5,4,4,68,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,6,64,0,0
0.07,0.05,130.19,16,16,20736,0.51,128,64,4,68,128,128,0
0.07,0.05,130.19,16,16,20736,0.51,128,64,0,0,0,0,1
0.07,0.05,130.19,16,16,20736,0.51,128,64,1,6,64,0,3
0,0.06,1.11,512,17,512,0,5,4,4,68,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,6,64,0,0
0,0.02,1.76,16,16,256,0.01,128,64,2,9,64,64,0
0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,1
0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,1
0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.02,1.76,16,16,256,0.01,128,64,2,9,64,64,0
0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,1
0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,1
0,0.05,0.62,512,17,512,0,5,4,2,9,64,64,0
0,0.05,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.05,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.02,1.45,16,16,256,0.01,128,64,2,9,64,64,0
0,0.02,1.45,16,16,256,0.01,128,64,0,0,0,0,1
0,0.02,1.45,16,16,256,0.01,128,64,0,0,0,0,1
0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.02,1.29,16,16,256,0.01,128,64,2,9,64,64,0
0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,1
0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,1
0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.02,1.29,16,16,256,0.01,128,64,2,9,64,64,0
0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,1
0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,1
0,0.06,0.62,512,17,512,0,5,4,2,9,64,64,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0.08,0.05,166.12,16,16,25600,0.62,128,64,4,67,128,128,1
0.08,0.05,166.12,16,16,25600,0.62,128,64,0,0,0,0,3
0.08,0.05,166.12,16,16,25600,0.62,128,64,1,4,128,0,2
0,0.06,1.11,512,17,512,0,5,4,4,67,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,4,128,0,0
0.08,0.05,166.12,16,16,25600,0.62,128,64,4,67,128,128,1
0.08,0.05,166.12,16,16,25600,0.62,128,64,0,0,0,0,3
0.08,0.05,166.12,16,16,25600,0.62,128,64,1,4,128,0,2
0,0.06,1.11,512,17,512,0,5,4,4,67,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,4,128,0,0
0.08,0.05,163.22,16,16,25600,0.62,128,64,4,67,128,128,1
0.08,0.05,163.22,16,16,25600,0.62,128,64,0,0,0,0,3
0.08,0.05,163.22,16,16,25600,0.62,128,64,1,4,128,0,2
0,0.05,1.11,512,17,512,0,5,4,4,67,128,128,0
0,0.05,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.05,1.11,512,17,512,0,5,4,1,4,128,0,0
0.08,0.05,161.15,16,16,25600,0.62,128,64,4,67,128,128,1
0.08,0.05,161.15,16,16,25600,0.62,128,64,0,0,0,0,3
0.08,0.05,161.15,16,16,25600,0.62,128,64,1,4,128,0,2
0,0.06,1.11,512,17,512,0,5,4,4,67,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,4,128,0,0
0.08,0.05,161.15,16,16,25600,0.62,128,64,4,67,128,128,1
0.08,0.05,161.15,16,16,25600,0.62,128,64,0,0,0,0,3
0.08,0.05,161.15,16,16,25600,0.62,128,64,1,4,128,0,2
0,0.06,1.11,512,17,512,0,5,4,4,67,128,128,0
0,0.06,1.11,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.11,512,17,512,0,5,4,1,4,128,0,0
0.09,0.05,200.89,16,16,30976,0.76,128,64,4,59,128,128,0
0.09,0.05,200.89,16,16,30976,0.76,128,64,0,0,0,0,5
0.09,0.05,200.89,16,16,30976,0.76,128,64,1,7,128,0,1
0,0.06,1.23,512,17,512,0,5,4,4,59,128,128,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.23,512,17,512,0,5,4,1,7,128,0,0
0.09,0.05,200.89,16,16,30976,0.76,128,64,4,59,128,128,0
0.09,0.05,200.89,16,16,30976,0.76,128,64,0,0,0,0,5
0.09,0.05,200.89,16,16,30976,0.76,128,64,1,7,128,0,1
0,0.06,1.23,512,17,512,0,5,4,4,59,128,128,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.23,512,17,512,0,5,4,1,7,128,0,0
0.09,0.05,197.7,16,16,30976,0.76,128,64,4,59,128,128,0
0.09,0.05,197.7,16,16,30976,0.76,128,64,0,0,0,0,5
0.09,0.05,197.7,16,16,30976,0.76,128,64,1,7,128,0,1
0,0.05,1.23,512,17,512,0,5,4,4,59,128,128,0
0,0.05,1.23,512,17,512,0,5,4,0,0,0,0,0
0,0.05,1.23,512,17,512,0,5,4,1,7,128,0,0
0.09,0.05,195.41,16,16,30976,0.76,128,64,4,59,128,128,0
0.09,0.05,195.41,16,16,30976,0.76,128,64,0,0,0,0,5
0.09,0.05,195.41,16,16,30976,0.76,128,64,1,7,128,0,1
0,0.06,1.23,512,17,512,0,5,4,4,59,128,128,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.23,512,17,512,0,5,4,1,7,128,0,0
0.09,0.05,195.41,16,16,30976,0.76,128,64,4,59,128,128,0
0.09,0.05,195.41,16,16,30976,0.76,128,64,0,0,0,0,5
0.09,0.05,195.41,16,16,30976,0.76,128,64,1,7,128,0,1
0,0.06,1.23,512,17,512,0,5,4,4,59,128,128,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,0
0,0.06,1.23,512,17,512,0,5,4,1,7,128,0,0
0.1,0.05,238.95,16,16,36864,0.9,128,64,6,59,192,192,0
0.1,0.05,238.95,16,16,36864,0.9,128,64,0,0,0,0,5
0.1,0.05,238.95,16,16,36864,0.9,128,64,1,5,128,64,3
0,0.06,1.23,512,17,512,0,5,4,6,59,192,192,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,1
0,0.06,1.23,512,17,512,0,5,4,1,5,128,64,0
0.1,0.05,238.95,16,16,36864,0.9,128,64,6,59,192,192,0
0.1,0.05,238.95,16,16,36864,0.9,128,64,0,0,0,0,5
0.1,0.05,238.95,16,16,36864,0.9,128,64,1,5,128,64,3
0,0.06,1.23,512,17,512,0,5,4,6,59,192,192,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,1
0,0.06,1.23,512,17,512,0,5,4,1,5,128,64,0
0.1,0.05,235.47,16,16,36864,0.9,128,64,6,59,192,192,0
0.1,0.05,235.47,16,16,36864,0.9,128,64,0,0,0,0,5
0.1,0.05,235.47,16,16,36864,0.9,128,64,1,5,128,64,3
0,0.06,1.23,512,17,512,0,5,4,6,59,192,192,0
0,0.06,1.23,512,17,512,0,5,4,0,0,0,0,1
0,0.06,1.23,512,17,512,0,5,4,1,5,128,64,0
0.1,0.05,232.97,16,16,36864,0.9,128,64,6,59,192,192,0
0.1,0.05,232.97,16,16,36864,0.9,128,64,0,0,0,0,5
0.1,0.05,232.97,16,16,36864,0.9,128,64,1,5,128,64,3
