Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label,Predicted cost,Predicted cost differential
0.13,0.05,478.76,16,16,73984,1.81,128,64,1,8,704,0,"0.010522326530612245, 0.009859999999999999, 0.011188, 0.010256, 0.011187, 0.00983, 0.011186",5,5,0.00983,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,8,34,320,320,"0.004466153846153845, 0.004591428571428572, 0.0047771428571428565, 0.004787142857142857, 0.004767142857142858, 0.0047942857142857145, 0.004715714285714286",0,0,0.004466153846153845,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004866153846153846, 0.004774285714285715, 0.004495714285714285, 0.004682857142857142, 0.004564285714285714, 0.004561428571428571, 0.004611428571428572",2,0,0.004866153846153846,0.0003704395604395604
0.0,0.06,1.6,512,17,512,0.0,5,4,1,8,704,0,"0.0046189795918367355, 0.00507, 0.00525, 0.0050100000000000006, 0.005229999999999999, 0.00487, 0.00533",0,0,0.0046189795918367355,0.0
0.13,0.05,478.76,16,16,73984,1.81,128,64,8,34,320,320,"0.010805615384615386, 0.010030142857142857, 0.010617, 0.010585, 0.010527714285714288, 0.010616285714285714, 0.010284999999999999",0,0,0.010805615384615386,0.0
0.13,0.05,478.76,16,16,73984,1.81,128,64,0,0,0,0,"0.010556307692307695, 0.010947571428571428, 0.010168142857142858, 0.010743285714285716, 0.010316428571428572, 0.010426000000000001, 0.010522714285714286",0,0,0.010556307692307695,0.0
0.13,0.05,478.76,16,16,73984,1.81,128,64,1,8,704,0,"0.010522326530612245, 0.009859999999999999, 0.011188, 0.010256, 0.011187, 0.00983, 0.011186",5,5,0.00983,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,8,34,320,320,"0.004466153846153845, 0.004591428571428572, 0.0047771428571428565, 0.004787142857142857, 0.004767142857142858, 0.0047942857142857145, 0.004715714285714286",0,0,0.004466153846153845,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004866153846153846, 0.004774285714285715, 0.004495714285714285, 0.004682857142857142, 0.004564285714285714, 0.004561428571428571, 0.004611428571428572",2,0,0.004866153846153846,0.0003704395604395604
0.0,0.06,1.6,512,17,512,0.0,5,4,1,8,704,0,"0.0046189795918367355, 0.00507, 0.00525, 0.0050100000000000006, 0.005229999999999999, 0.00487, 0.00533",0,0,0.0046189795918367355,0.0
0.13,0.05,473.85,16,16,73984,1.81,128,64,8,34,320,320,"0.010805615384615386, 0.010030142857142857, 0.010617, 0.010585, 0.010527714285714288, 0.010616285714285714, 0.010284999999999999",0,0,0.010805615384615386,0.0
0.13,0.05,473.85,16,16,73984,1.81,128,64,0,0,0,0,"0.010556307692307695, 0.010947571428571428, 0.010168142857142858, 0.010743285714285716, 0.010316428571428572, 0.010426000000000001, 0.010522714285714286",0,0,0.010556307692307695,0.0
0.13,0.05,473.85,16,16,73984,1.81,128,64,1,8,704,0,"0.010522326530612245, 0.009859999999999999, 0.011188, 0.010256, 0.011187, 0.00983, 0.011186",5,5,0.00983,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,8,34,320,320,"0.004466153846153845, 0.004591428571428572, 0.0047771428571428565, 0.004787142857142857, 0.004767142857142858, 0.0047942857142857145, 0.004715714285714286",0,0,0.004466153846153845,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004866153846153846, 0.004774285714285715, 0.004495714285714285, 0.004682857142857142, 0.004564285714285714, 0.004561428571428571, 0.004611428571428572",2,0,0.004866153846153846,0.0003704395604395604
0.0,0.06,1.6,512,17,512,0.0,5,4,1,8,704,0,"0.0046189795918367355, 0.00507, 0.00525, 0.0050100000000000006, 0.005229999999999999, 0.00487, 0.00533",0,0,0.0046189795918367355,0.0
0.13,0.05,470.29,16,16,73984,1.81,128,64,8,34,320,320,"0.010805615384615386, 0.010030142857142857, 0.010617, 0.010585, 0.010527714285714288, 0.010616285714285714, 0.010284999999999999",0,0,0.010805615384615386,0.0
0.13,0.05,470.29,16,16,73984,1.81,128,64,0,0,0,0,"0.010556307692307695, 0.010947571428571428, 0.010168142857142858, 0.010743285714285716, 0.010316428571428572, 0.010426000000000001, 0.010522714285714286",0,0,0.010556307692307695,0.0
0.13,0.05,470.29,16,16,73984,1.81,128,64,1,8,704,0,"0.010522326530612245, 0.009859999999999999, 0.011188, 0.010256, 0.011187, 0.00983, 0.011186",5,5,0.00983,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,8,34,320,320,"0.004466153846153845, 0.004591428571428572, 0.0047771428571428565, 0.004787142857142857, 0.004767142857142858, 0.0047942857142857145, 0.004715714285714286",0,0,0.004466153846153845,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004866153846153846, 0.004774285714285715, 0.004495714285714285, 0.004682857142857142, 0.004564285714285714, 0.004561428571428571, 0.004611428571428572",2,0,0.004866153846153846,0.0003704395604395604
0.0,0.07,1.6,512,17,512,0.0,5,4,1,8,704,0,"0.0046189795918367355, 0.00507, 0.00525, 0.0050100000000000006, 0.005229999999999999, 0.00487, 0.00533",0,0,0.0046189795918367355,0.0
0.13,0.05,470.29,16,16,73984,1.81,128,64,8,34,320,320,"0.010805615384615386, 0.010030142857142857, 0.010617, 0.010585, 0.010527714285714288, 0.010616285714285714, 0.010284999999999999",0,0,0.010805615384615386,0.0
0.13,0.05,470.29,16,16,73984,1.81,128,64,0,0,0,0,"0.010556307692307695, 0.010947571428571428, 0.010168142857142858, 0.010743285714285716, 0.010316428571428572, 0.010426000000000001, 0.010522714285714286",0,0,0.010556307692307695,0.0
0.13,0.05,470.29,16,16,73984,1.81,128,64,1,8,704,0,"0.010522326530612245, 0.009859999999999999, 0.011188, 0.010256, 0.011187, 0.00983, 0.011186",5,5,0.00983,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,8,34,320,320,"0.004466153846153845, 0.004591428571428572, 0.0047771428571428565, 0.004787142857142857, 0.004767142857142858, 0.0047942857142857145, 0.004715714285714286",0,0,0.004466153846153845,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004866153846153846, 0.004774285714285715, 0.004495714285714285, 0.004682857142857142, 0.004564285714285714, 0.004561428571428571, 0.004611428571428572",2,0,0.004866153846153846,0.0003704395604395604
0.0,0.07,1.6,512,17,512,0.0,5,4,1,8,704,0,"0.0046189795918367355, 0.00507, 0.00525, 0.0050100000000000006, 0.005229999999999999, 0.00487, 0.00533",0,0,0.0046189795918367355,0.0
0.13,0.05,536.62,16,16,82944,2.02,128,64,9,35,512,384,"0.011771692307692308, 0.011269857142857142, 0.011473428571428574, 0.011461285714285714, 0.011820857142857143, 0.011478285714285715, 0.011120857142857142",2,2,0.011473428571428574,0.0
0.13,0.05,536.62,16,16,82944,2.02,128,64,0,0,0,0,"0.011410923076923075, 0.012047714285714285, 0.011411285714285712, 0.011617, 0.011152285714285714, 0.011482285714285714, 0.011584",6,5,0.011482285714285714,-0.00010171428571428658
0.13,0.05,536.62,16,16,82944,2.02,128,64,1,8,512,128,"0.011525591836734694, 0.010631999999999999, 0.01211, 0.011062, 0.012103000000000001, 0.01063, 0.012112999999999999",0,0,0.011525591836734694,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,9,35,512,384,"0.004333076923076923, 0.004762857142857143, 0.004812857142857142, 0.004818571428571429, 0.004931428571428572, 0.004795714285714285, 0.004725714285714285",0,0,0.004333076923076923,0.0
0.0,0.06,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004700769230769231, 0.004818571428571429, 0.004634285714285714, 0.004708571428571429, 0.004648571428571428, 0.004655714285714286, 0.004698571428571428",4,0,0.004700769230769231,5.219780219780246e-05
0.0,0.06,1.6,512,17,512,0.0,5,4,1,8,512,128,"0.004692040816326531, 0.00449, 0.00495, 0.00464, 0.00489, 0.0045, 0.00488",0,0,0.004692040816326531,0.0
0.13,0.05,536.62,16,16,82944,2.02,128,64,9,35,512,384,"0.011771692307692308, 0.011269857142857142, 0.011473428571428574, 0.011461285714285714, 0.011820857142857143, 0.011478285714285715, 0.011120857142857142",2,2,0.011473428571428574,0.0
0.13,0.05,536.62,16,16,82944,2.02,128,64,0,0,0,0,"0.011410923076923075, 0.012047714285714285, 0.011411285714285712, 0.011617, 0.011152285714285714, 0.011482285714285714, 0.011584",6,5,0.011482285714285714,-0.00010171428571428658
0.13,0.05,536.62,16,16,82944,2.02,128,64,1,8,512,128,"0.011525591836734694, 0.010631999999999999, 0.01211, 0.011062, 0.012103000000000001, 0.01063, 0.012112999999999999",0,0,0.011525591836734694,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,9,35,512,384,"0.004333076923076923, 0.004762857142857143, 0.004812857142857142, 0.004818571428571429, 0.004931428571428572, 0.004795714285714285, 0.004725714285714285",0,0,0.004333076923076923,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004700769230769231, 0.004818571428571429, 0.004634285714285714, 0.004708571428571429, 0.004648571428571428, 0.004655714285714286, 0.004698571428571428",4,0,0.004700769230769231,5.219780219780246e-05
0.0,0.07,1.6,512,17,512,0.0,5,4,1,8,512,128,"0.004692040816326531, 0.00449, 0.00495, 0.00464, 0.00489, 0.0045, 0.00488",0,0,0.004692040816326531,0.0
0.13,0.05,531.42,16,16,82944,2.02,128,64,9,35,512,384,"0.011771692307692308, 0.011269857142857142, 0.011473428571428574, 0.011461285714285714, 0.011820857142857143, 0.011478285714285715, 0.011120857142857142",2,2,0.011473428571428574,0.0
0.13,0.05,531.42,16,16,82944,2.02,128,64,0,0,0,0,"0.011410923076923075, 0.012047714285714285, 0.011411285714285712, 0.011617, 0.011152285714285714, 0.011482285714285714, 0.011584",6,5,0.011482285714285714,-0.00010171428571428658
0.13,0.05,531.42,16,16,82944,2.02,128,64,1,8,512,128,"0.011525591836734694, 0.010631999999999999, 0.01211, 0.011062, 0.012103000000000001, 0.01063, 0.012112999999999999",0,0,0.011525591836734694,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,9,35,512,384,"0.004333076923076923, 0.004762857142857143, 0.004812857142857142, 0.004818571428571429, 0.004931428571428572, 0.004795714285714285, 0.004725714285714285",0,0,0.004333076923076923,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004700769230769231, 0.004818571428571429, 0.004634285714285714, 0.004708571428571429, 0.004648571428571428, 0.004655714285714286, 0.004698571428571428",4,0,0.004700769230769231,5.219780219780246e-05
0.0,0.07,1.6,512,17,512,0.0,5,4,1,8,512,128,"0.004692040816326531, 0.00449, 0.00495, 0.00464, 0.00489, 0.0045, 0.00488",0,0,0.004692040816326531,0.0
0.13,0.05,527.65,16,16,82944,2.02,128,64,9,35,512,384,"0.011771692307692308, 0.011269857142857142, 0.011473428571428574, 0.011461285714285714, 0.011820857142857143, 0.011478285714285715, 0.011120857142857142",2,2,0.011473428571428574,0.0
0.13,0.05,527.65,16,16,82944,2.02,128,64,0,0,0,0,"0.011410923076923075, 0.012047714285714285, 0.011411285714285712, 0.011617, 0.011152285714285714, 0.011482285714285714, 0.011584",6,5,0.011482285714285714,-0.00010171428571428658
0.13,0.05,527.65,16,16,82944,2.02,128,64,1,8,512,128,"0.011525591836734694, 0.010631999999999999, 0.01211, 0.011062, 0.012103000000000001, 0.01063, 0.012112999999999999",0,0,0.011525591836734694,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,9,35,512,384,"0.004333076923076923, 0.004762857142857143, 0.004812857142857142, 0.004818571428571429, 0.004931428571428572, 0.004795714285714285, 0.004725714285714285",0,0,0.004333076923076923,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004700769230769231, 0.004818571428571429, 0.004634285714285714, 0.004708571428571429, 0.004648571428571428, 0.004655714285714286, 0.004698571428571428",4,0,0.004700769230769231,5.219780219780246e-05
0.0,0.07,1.6,512,17,512,0.0,5,4,1,8,512,128,"0.004692040816326531, 0.00449, 0.00495, 0.00464, 0.00489, 0.0045, 0.00488",0,0,0.004692040816326531,0.0
0.13,0.05,527.65,16,16,82944,2.02,128,64,9,35,512,384,"0.011771692307692308, 0.011269857142857142, 0.011473428571428574, 0.011461285714285714, 0.011820857142857143, 0.011478285714285715, 0.011120857142857142",2,2,0.011473428571428574,0.0
0.13,0.05,527.65,16,16,82944,2.02,128,64,0,0,0,0,"0.011410923076923075, 0.012047714285714285, 0.011411285714285712, 0.011617, 0.011152285714285714, 0.011482285714285714, 0.011584",6,5,0.011482285714285714,-0.00010171428571428658
0.13,0.05,527.65,16,16,82944,2.02,128,64,1,8,512,128,"0.011525591836734694, 0.010631999999999999, 0.01211, 0.011062, 0.012103000000000001, 0.01063, 0.012112999999999999",0,0,0.011525591836734694,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,9,35,512,384,"0.004333076923076923, 0.004762857142857143, 0.004812857142857142, 0.004818571428571429, 0.004931428571428572, 0.004795714285714285, 0.004725714285714285",0,0,0.004333076923076923,0.0
0.0,0.07,1.6,512,17,512,0.0,5,4,0,0,0,0,"0.004700769230769231, 0.004818571428571429, 0.004634285714285714, 0.004708571428571429, 0.004648571428571428, 0.004655714285714286, 0.004698571428571428",4,0,0.004700769230769231,5.219780219780246e-05
0.0,0.07,1.6,512,17,512,0.0,5,4,1,8,512,128,"0.004692040816326531, 0.00449, 0.00495, 0.00464, 0.00489, 0.0045, 0.00488",0,0,0.004692040816326531,0.0
0.14,0.05,597.79,16,16,92416,2.26,128,64,9,40,512,384,"0.012672, 0.012160142857142857, 0.012631571428571428, 0.012359714285714288, 0.012755142857142857, 0.012395428571428571, 0.011998428571428571",2,2,0.012631571428571428,0.0
0.14,0.05,597.79,16,16,92416,2.26,128,64,0,0,0,0,"0.012325384615384618, 0.013001571428571428, 0.012319, 0.012536, 0.012240571428571429, 0.012373285714285713, 0.012473714285714284",5,5,0.012373285714285713,0.0
0.14,0.05,597.79,16,16,92416,2.26,128,64,1,8,512,128,"0.012462999999999997, 0.011466, 0.01311, 0.011936, 0.013083000000000001, 0.011465000000000001, 0.013092",0,0,0.012462999999999997,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,9,40,512,384,"0.004318461538461538, 0.004702857142857142, 0.0047685714285714284, 0.004747142857142858, 0.004854285714285715, 0.00474, 0.00458",0,0,0.004318461538461538,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,0,0,0,0,"0.004654615384615384, 0.004752857142857143, 0.004631428571428572, 0.0046128571428571425, 0.004515714285714285, 0.004622857142857143, 0.0046328571428571426",3,0,0.004654615384615384,4.175824175824128e-05
0.0,0.07,1.72,512,17,512,0.0,5,4,1,8,512,128,"0.0046244897959183675, 0.004520000000000001, 0.00494, 0.00458, 0.00485, 0.0044399999999999995, 0.00496",0,0,0.0046244897959183675,0.0
0.14,0.05,597.79,16,16,92416,2.26,128,64,9,40,512,384,"0.012672, 0.012160142857142857, 0.012631571428571428, 0.012359714285714288, 0.012755142857142857, 0.012395428571428571, 0.011998428571428571",2,2,0.012631571428571428,0.0
0.14,0.05,597.79,16,16,92416,2.26,128,64,0,0,0,0,"0.012325384615384618, 0.013001571428571428, 0.012319, 0.012536, 0.012240571428571429, 0.012373285714285713, 0.012473714285714284",5,5,0.012373285714285713,0.0
0.14,0.05,597.79,16,16,92416,2.26,128,64,1,8,512,128,"0.012462999999999997, 0.011466, 0.01311, 0.011936, 0.013083000000000001, 0.011465000000000001, 0.013092",0,0,0.012462999999999997,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,9,40,512,384,"0.004318461538461538, 0.004702857142857142, 0.0047685714285714284, 0.004747142857142858, 0.004854285714285715, 0.00474, 0.00458",0,0,0.004318461538461538,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,0,0,0,0,"0.004654615384615384, 0.004752857142857143, 0.004631428571428572, 0.0046128571428571425, 0.004515714285714285, 0.004622857142857143, 0.0046328571428571426",3,0,0.004654615384615384,4.175824175824128e-05
0.0,0.07,1.72,512,17,512,0.0,5,4,1,8,512,128,"0.0046244897959183675, 0.004520000000000001, 0.00494, 0.00458, 0.00485, 0.0044399999999999995, 0.00496",0,0,0.0046244897959183675,0.0
0.14,0.05,592.3,16,16,92416,2.26,128,64,9,40,512,384,"0.012672, 0.012160142857142857, 0.012631571428571428, 0.012359714285714288, 0.012755142857142857, 0.012395428571428571, 0.011998428571428571",2,2,0.012631571428571428,0.0
0.14,0.05,592.3,16,16,92416,2.26,128,64,0,0,0,0,"0.012325384615384618, 0.013001571428571428, 0.012319, 0.012536, 0.012240571428571429, 0.012373285714285713, 0.012473714285714284",5,5,0.012373285714285713,0.0
0.14,0.05,592.3,16,16,92416,2.26,128,64,1,8,512,128,"0.012462999999999997, 0.011466, 0.01311, 0.011936, 0.013083000000000001, 0.011465000000000001, 0.013092",0,0,0.012462999999999997,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,9,40,512,384,"0.004318461538461538, 0.004702857142857142, 0.0047685714285714284, 0.004747142857142858, 0.004854285714285715, 0.00474, 0.00458",0,0,0.004318461538461538,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,0,0,0,0,"0.004654615384615384, 0.004752857142857143, 0.004631428571428572, 0.0046128571428571425, 0.004515714285714285, 0.004622857142857143, 0.0046328571428571426",3,0,0.004654615384615384,4.175824175824128e-05
0.0,0.07,1.72,512,17,512,0.0,5,4,1,8,512,128,"0.0046244897959183675, 0.004520000000000001, 0.00494, 0.00458, 0.00485, 0.0044399999999999995, 0.00496",0,0,0.0046244897959183675,0.0
0.14,0.05,588.31,16,16,92416,2.26,128,64,9,40,512,384,"0.012672, 0.012160142857142857, 0.012631571428571428, 0.012359714285714288, 0.012755142857142857, 0.012395428571428571, 0.011998428571428571",2,2,0.012631571428571428,0.0
0.14,0.05,588.31,16,16,92416,2.26,128,64,0,0,0,0,"0.012325384615384618, 0.013001571428571428, 0.012319, 0.012536, 0.012240571428571429, 0.012373285714285713, 0.012473714285714284",5,5,0.012373285714285713,0.0
0.14,0.05,588.31,16,16,92416,2.26,128,64,1,8,512,128,"0.012462999999999997, 0.011466, 0.01311, 0.011936, 0.013083000000000001, 0.011465000000000001, 0.013092",0,0,0.012462999999999997,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,9,40,512,384,"0.004318461538461538, 0.004702857142857142, 0.0047685714285714284, 0.004747142857142858, 0.004854285714285715, 0.00474, 0.00458",0,0,0.004318461538461538,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,0,0,0,0,"0.004654615384615384, 0.004752857142857143, 0.004631428571428572, 0.0046128571428571425, 0.004515714285714285, 0.004622857142857143, 0.0046328571428571426",3,0,0.004654615384615384,4.175824175824128e-05
0.0,0.07,1.72,512,17,512,0.0,5,4,1,8,512,128,"0.0046244897959183675, 0.004520000000000001, 0.00494, 0.00458, 0.00485, 0.0044399999999999995, 0.00496",0,0,0.0046244897959183675,0.0
0.14,0.05,588.31,16,16,92416,2.26,128,64,9,40,512,384,"0.012672, 0.012160142857142857, 0.012631571428571428, 0.012359714285714288, 0.012755142857142857, 0.012395428571428571, 0.011998428571428571",2,2,0.012631571428571428,0.0
0.14,0.05,588.31,16,16,92416,2.26,128,64,0,0,0,0,"0.012325384615384618, 0.013001571428571428, 0.012319, 0.012536, 0.012240571428571429, 0.012373285714285713, 0.012473714285714284",5,5,0.012373285714285713,0.0
0.14,0.05,588.31,16,16,92416,2.26,128,64,1,8,512,128,"0.012462999999999997, 0.011466, 0.01311, 0.011936, 0.013083000000000001, 0.011465000000000001, 0.013092",0,0,0.012462999999999997,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,9,40,512,384,"0.004318461538461538, 0.004702857142857142, 0.0047685714285714284, 0.004747142857142858, 0.004854285714285715, 0.00474, 0.00458",0,0,0.004318461538461538,0.0
0.0,0.07,1.72,512,17,512,0.0,5,4,0,0,0,0,"0.004654615384615384, 0.004752857142857143, 0.004631428571428572, 0.0046128571428571425, 0.004515714285714285, 0.004622857142857143, 0.0046328571428571426",3,0,0.004654615384615384,4.175824175824128e-05
0.0,0.07,1.72,512,17,512,0.0,5,4,1,8,512,128,"0.0046244897959183675, 0.004520000000000001, 0.00494, 0.00458, 0.00485, 0.0044399999999999995, 0.00496",0,0,0.0046244897959183675,0.0
0.01,0.02,6.83,16,16,1024,0.03,128,64,2,32,64,64,"0.005655384615384616, 0.003675714285714285, 0.00372, 0.0037271428571428573, 0.0037571428571428573, 0.00367, 0.0036899999999999997",3,1,0.003675714285714285,-5.142857142857206e-05
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,"0.0037384615384615386, 0.0042985714285714285, 0.004247142857142857, 0.00433, 0.00424, 0.004325714285714286, 0.004358571428571428",3,0,0.0037384615384615386,-0.0005915384615384611
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,"0.004223877551020407, 0.0037, 0.00367, 0.00379, 0.0036799999999999997, 0.0037, 0.0036899999999999997",0,0,0.004223877551020407,0.0
0.0,0.07,0.62,512,17,512,0.0,5,4,2,32,64,64,"0.005689230769230769, 0.007665714285714285, 0.008165714285714287, 0.007940000000000001, 0.007771428571428572, 0.0077971428571428575, 0.00785",0,0,0.005689230769230769,0.0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.007773076923076923, 0.007145714285714285, 0.007178571428571428, 0.007262857142857142, 0.007122857142857142, 0.007424285714285715, 0.007185714285714286",2,0,0.007773076923076923,0.0005945054945054951
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.0072546938775510175, 0.00772, 0.00886, 0.0082, 0.00836, 0.00777, 0.0079",0,0,0.0072546938775510175,0.0
0.01,0.02,6.83,16,16,1024,0.03,128,64,2,32,64,64,"0.005655384615384616, 0.003675714285714285, 0.00372, 0.0037271428571428573, 0.0037571428571428573, 0.00367, 0.0036899999999999997",3,1,0.003675714285714285,-5.142857142857206e-05
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,"0.0037384615384615386, 0.0042985714285714285, 0.004247142857142857, 0.00433, 0.00424, 0.004325714285714286, 0.004358571428571428",3,0,0.0037384615384615386,-0.0005915384615384611
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,"0.004223877551020407, 0.0037, 0.00367, 0.00379, 0.0036799999999999997, 0.0037, 0.0036899999999999997",0,0,0.004223877551020407,0.0
0.0,0.06,0.62,512,17,512,0.0,5,4,2,32,64,64,"0.005689230769230769, 0.007665714285714285, 0.008165714285714287, 0.007940000000000001, 0.007771428571428572, 0.0077971428571428575, 0.00785",0,0,0.005689230769230769,0.0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.007773076923076923, 0.007145714285714285, 0.007178571428571428, 0.007262857142857142, 0.007122857142857142, 0.007424285714285715, 0.007185714285714286",2,0,0.007773076923076923,0.0005945054945054951
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.0072546938775510175, 0.00772, 0.00886, 0.0082, 0.00836, 0.00777, 0.0079",0,0,0.0072546938775510175,0.0
0.01,0.03,6.22,16,16,1024,0.03,128,64,2,32,64,64,"0.005655384615384616, 0.003675714285714285, 0.00372, 0.0037271428571428573, 0.0037571428571428573, 0.00367, 0.0036899999999999997",3,1,0.003675714285714285,-5.142857142857206e-05
0.01,0.03,6.22,16,16,1024,0.03,128,64,0,0,0,0,"0.0037384615384615386, 0.0042985714285714285, 0.004247142857142857, 0.00433, 0.00424, 0.004325714285714286, 0.004358571428571428",3,0,0.0037384615384615386,-0.0005915384615384611
0.01,0.03,6.22,16,16,1024,0.03,128,64,0,0,0,0,"0.004223877551020407, 0.0037, 0.00367, 0.00379, 0.0036799999999999997, 0.0037, 0.0036899999999999997",0,0,0.004223877551020407,0.0
0.0,0.07,0.62,512,17,512,0.0,5,4,2,32,64,64,"0.005689230769230769, 0.007665714285714285, 0.008165714285714287, 0.007940000000000001, 0.007771428571428572, 0.0077971428571428575, 0.00785",0,0,0.005689230769230769,0.0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.007773076923076923, 0.007145714285714285, 0.007178571428571428, 0.007262857142857142, 0.007122857142857142, 0.007424285714285715, 0.007185714285714286",2,0,0.007773076923076923,0.0005945054945054951
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.0072546938775510175, 0.00772, 0.00886, 0.0082, 0.00836, 0.00777, 0.0079",0,0,0.0072546938775510175,0.0
0.0,0.02,5.85,16,16,1024,0.03,128,64,2,32,64,64,"0.005655384615384616, 0.003675714285714285, 0.00372, 0.0037271428571428573, 0.0037571428571428573, 0.00367, 0.0036899999999999997",3,1,0.003675714285714285,-5.142857142857206e-05
0.0,0.02,5.85,16,16,1024,0.03,128,64,0,0,0,0,"0.0037384615384615386, 0.0042985714285714285, 0.004247142857142857, 0.00433, 0.00424, 0.004325714285714286, 0.004358571428571428",3,0,0.0037384615384615386,-0.0005915384615384611
0.0,0.02,5.85,16,16,1024,0.03,128,64,0,0,0,0,"0.004223877551020407, 0.0037, 0.00367, 0.00379, 0.0036799999999999997, 0.0037, 0.0036899999999999997",0,0,0.004223877551020407,0.0
0.0,0.06,0.62,512,17,512,0.0,5,4,2,32,64,64,"0.005689230769230769, 0.007665714285714285, 0.008165714285714287, 0.007940000000000001, 0.007771428571428572, 0.0077971428571428575, 0.00785",0,0,0.005689230769230769,0.0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.007773076923076923, 0.007145714285714285, 0.007178571428571428, 0.007262857142857142, 0.007122857142857142, 0.007424285714285715, 0.007185714285714286",2,0,0.007773076923076923,0.0005945054945054951
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.0072546938775510175, 0.00772, 0.00886, 0.0082, 0.00836, 0.00777, 0.0079",0,0,0.0072546938775510175,0.0
0.0,0.03,5.85,16,16,1024,0.03,128,64,2,32,64,64,"0.005655384615384616, 0.003675714285714285, 0.00372, 0.0037271428571428573, 0.0037571428571428573, 0.00367, 0.0036899999999999997",3,1,0.003675714285714285,-5.142857142857206e-05
0.0,0.03,5.85,16,16,1024,0.03,128,64,0,0,0,0,"0.0037384615384615386, 0.0042985714285714285, 0.004247142857142857, 0.00433, 0.00424, 0.004325714285714286, 0.004358571428571428",3,0,0.0037384615384615386,-0.0005915384615384611
0.0,0.03,5.85,16,16,1024,0.03,128,64,0,0,0,0,"0.004223877551020407, 0.0037, 0.00367, 0.00379, 0.0036799999999999997, 0.0037, 0.0036899999999999997",0,0,0.004223877551020407,0.0
0.0,0.06,0.62,512,17,512,0.0,5,4,2,32,64,64,"0.005689230769230769, 0.007665714285714285, 0.008165714285714287, 0.007940000000000001, 0.007771428571428572, 0.0077971428571428575, 0.00785",0,0,0.005689230769230769,0.0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.007773076923076923, 0.007145714285714285, 0.007178571428571428, 0.007262857142857142, 0.007122857142857142, 0.007424285714285715, 0.007185714285714286",2,0,0.007773076923076923,0.0005945054945054951
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0,0,"0.0072546938775510175, 0.00772, 0.00886, 0.0082, 0.00836, 0.00777, 0.0079",0,0,0.0072546938775510175,0.0
0.14,0.05,662.25,16,16,102400,2.5,128,64,8,65,448,448,"0.013626538461538464, 0.013103, 0.013611714285714284, 0.013330285714285715, 0.013755, 0.013358714285714285, 0.012930285714285715",1,1,0.013103,0.0
