Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,label
gaussian,288,m,2,Fan1,725328947.37,2.52,5293,1088027686.4,2.52,4864,0.41,29.64,0.03,42.72,0.22,0.0,0.23,5.77,5.77,18690789473.68,0.32,2.52,51.33,0.03,1.39,2.85,0.09,93.3,1,0.07,6.7,29.03,31.69,45.61,42.61,42.61,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.28,14.5,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,818627450.98,12.62,15937,1218673406.86,12.91,13056,12.91,11393.16,3.37,9.44,0.19,0.13,0.19,4.7,4.7,105799019607.84,12.91,12.62,92.04,2.84,58.24,1.54,0.05,94.62,1,0.05,5.38,14.42,15.87,28.85,28.63,28.63,531.42,170055,535.5,171360,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.47,8.55,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,818627450.98,12.62,15937,1218673406.86,12.91,13056,12.91,11393.16,3.37,9.44,0.19,0.13,0.19,4.7,4.7,105799019607.84,12.91,12.62,92.04,2.84,58.24,1.54,0.05,94.62,1,0.05,5.38,14.42,15.87,28.85,28.63,28.63,531.42,170055,535.5,171360,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.47,8.55,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,818627450.98,12.62,15937,1218673406.86,12.91,13056,12.91,11393.16,3.37,9.44,0.19,0.13,0.19,4.7,4.7,105799019607.84,12.91,12.62,92.04,2.84,58.24,1.54,0.05,94.62,1,0.05,5.38,14.42,15.87,28.85,28.63,28.63,531.42,170055,535.5,171360,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.47,8.55,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,743243243.24,2.44,5272,1112929335.59,2.44,4736,0.41,29.95,0.03,42.15,0.21,0.0,0.23,5.71,5.71,18587837837.84,0.32,2.44,51.34,0.03,1.39,2.63,0.08,93.46,1,0.07,6.54,28.95,31.62,43.14,40.3,40.3,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.16,15.87,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,743243243.24,2.44,5272,1112929335.59,2.44,4736,0.41,29.95,0.03,42.15,0.21,0.0,0.23,5.71,5.71,18587837837.84,0.32,2.44,51.34,0.03,1.39,2.63,0.08,93.46,1,0.07,6.54,28.95,31.62,43.14,40.3,40.3,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.16,15.87,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,743243243.24,2.44,5272,1112929335.59,2.44,4736,0.41,29.95,0.03,42.15,0.21,0.0,0.23,5.71,5.71,18587837837.84,0.32,2.44,51.34,0.03,1.39,2.63,0.08,93.46,1,0.07,6.54,28.95,31.62,43.14,40.3,40.3,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.16,15.87,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,814950980.39,12.75,15882,1214830984.48,12.75,13056,11.87,11406.42,3.35,9.01,0.19,0.13,0.19,4.66,4.66,106441176470.59,11.87,12.75,90.56,2.83,49.65,1.52,0.05,94.83,1,0.05,5.17,14.46,15.92,29.7,29.47,29.47,527.65,168848,531.7,170144,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.29,8.27,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,814950980.39,12.75,15882,1214830984.48,12.75,13056,11.87,11406.42,3.35,9.01,0.19,0.13,0.19,4.66,4.66,106441176470.59,11.87,12.75,90.56,2.83,49.65,1.52,0.05,94.83,1,0.05,5.17,14.46,15.92,29.7,29.47,29.47,527.65,168848,531.7,170144,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.29,8.27,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,814950980.39,12.75,15882,1214830984.48,12.75,13056,11.87,11406.42,3.35,9.01,0.19,0.13,0.19,4.66,4.66,106441176470.59,11.87,12.75,90.56,2.83,49.65,1.52,0.05,94.83,1,0.05,5.17,14.46,15.92,29.7,29.47,29.47,527.65,168848,531.7,170144,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.29,8.27,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,667647058.82,2.43,5392,991115196.08,2.43,5440,0.4,29.09,0.03,43.27,0.22,0.0,0.24,5.88,5.88,16617647058.82,0.31,2.43,51.34,0.03,1.4,2.95,0.09,93.29,1,0.07,6.71,28.88,31.54,47.17,44.06,44.06,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.03,15.68,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,667647058.82,2.43,5392,991115196.08,2.43,5440,0.4,29.09,0.03,43.27,0.22,0.0,0.24,5.88,5.88,16617647058.82,0.31,2.43,51.34,0.03,1.4,2.95,0.09,93.29,1,0.07,6.71,28.88,31.54,47.17,44.06,44.06,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.03,15.68,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,667647058.82,2.43,5392,991115196.08,2.43,5440,0.4,29.09,0.03,43.27,0.22,0.0,0.24,5.88,5.88,16617647058.82,0.31,2.43,51.34,0.03,1.4,2.95,0.09,93.29,1,0.07,6.71,28.88,31.54,47.17,44.06,44.06,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.03,15.68,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,822788697.79,12.68,15961,1223843161.34,13.39,13024,13.39,11338.14,3.34,9.33,0.19,0.13,0.19,4.69,4.69,106805896805.9,13.39,12.68,88.32,2.82,55.61,1.54,0.05,94.7,1,0.05,5.3,14.4,15.85,29.3,29.08,29.08,527.65,168848,531.71,170147,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.12,7.99,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,822788697.79,12.68,15961,1223843161.34,13.39,13024,13.39,11338.14,3.34,9.33,0.19,0.13,0.19,4.69,4.69,106805896805.9,13.39,12.68,88.32,2.82,55.61,1.54,0.05,94.7,1,0.05,5.3,14.4,15.85,29.3,29.08,29.08,527.65,168848,531.71,170147,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.12,7.99,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,822788697.79,12.68,15961,1223843161.34,13.39,13024,13.39,11338.14,3.34,9.33,0.19,0.13,0.19,4.69,4.69,106805896805.9,13.39,12.68,88.32,2.82,55.61,1.54,0.05,94.7,1,0.05,5.3,14.4,15.85,29.3,29.08,29.08,527.65,168848,531.71,170147,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.12,7.99,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,667647058.82,2.39,5430,997824754.9,2.39,5440,0.4,31.11,0.03,40.34,0.21,0.0,0.22,5.49,5.49,16370588235.29,0.31,2.39,51.35,0.03,1.4,2.64,0.08,93.47,1,0.07,6.53,28.81,31.47,43.26,40.41,40.41,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.09,15.77,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,667647058.82,2.39,5430,997824754.9,2.39,5440,0.4,31.11,0.03,40.34,0.21,0.0,0.22,5.49,5.49,16370588235.29,0.31,2.39,51.35,0.03,1.4,2.64,0.08,93.47,1,0.07,6.53,28.81,31.47,43.26,40.41,40.41,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.09,15.77,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,667647058.82,2.39,5430,997824754.9,2.39,5440,0.4,31.11,0.03,40.34,0.21,0.0,0.22,5.49,5.49,16370588235.29,0.31,2.39,51.35,0.03,1.4,2.64,0.08,93.47,1,0.07,6.53,28.81,31.47,43.26,40.41,40.41,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,10.09,15.77,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,820945945.95,12.5,15949,1222563472.56,12.5,13024,12.25,11516.3,3.34,9.19,0.18,0.13,0.18,4.62,4.62,105061425061.43,12.25,12.5,91.94,2.82,57.58,1.43,0.05,94.68,1,0.05,5.32,14.34,15.78,27.06,26.84,26.84,527.65,168848,532.11,170274,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.01,7.83,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,820945945.95,12.5,15949,1222563472.56,12.5,13024,12.25,11516.3,3.34,9.19,0.18,0.13,0.18,4.62,4.62,105061425061.43,12.25,12.5,91.94,2.82,57.58,1.43,0.05,94.68,1,0.05,5.32,14.34,15.78,27.06,26.84,26.84,527.65,168848,532.11,170274,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.01,7.83,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,820945945.95,12.5,15949,1222563472.56,12.5,13024,12.25,11516.3,3.34,9.19,0.18,0.13,0.18,4.62,4.62,105061425061.43,12.25,12.5,91.94,2.82,57.58,1.43,0.05,94.68,1,0.05,5.32,14.34,15.78,27.06,26.84,26.84,527.65,168848,532.11,170274,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.01,7.83,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,791946308.72,2.32,5647,1184144295.3,2.32,4768,0.38,29.6,0.03,42.27,0.22,0.0,0.23,5.77,5.77,18798657718.12,0.3,2.32,51.35,0.03,1.41,2.77,0.09,93.13,1,0.07,6.87,28.74,31.39,43.16,40.32,40.32,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.58,14.96,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,791946308.72,2.32,5647,1184144295.3,2.32,4768,0.38,29.6,0.03,42.27,0.22,0.0,0.23,5.77,5.77,18798657718.12,0.3,2.32,51.35,0.03,1.41,2.77,0.09,93.13,1,0.07,6.87,28.74,31.39,43.16,40.32,40.32,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.58,14.96,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,791946308.72,2.32,5647,1184144295.3,2.32,4768,0.38,29.6,0.03,42.27,0.22,0.0,0.23,5.77,5.77,18798657718.12,0.3,2.32,51.35,0.03,1.41,2.77,0.09,93.13,1,0.07,6.87,28.74,31.39,43.16,40.32,40.32,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.58,14.96,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,810503685.5,12.7,15742,1207552723.18,13.78,13024,13.78,11288.41,3.35,9.3,0.19,0.13,0.19,4.66,4.66,105371007371.01,13.78,12.7,92.37,2.83,57.89,1.45,0.05,94.58,1,0.05,5.42,14.42,15.87,26.99,26.78,26.78,522.5,167200,526.55,168496,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.08,7.93,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,810503685.5,12.7,15742,1207552723.18,13.78,13024,13.78,11288.41,3.35,9.3,0.19,0.13,0.19,4.66,4.66,105371007371.01,13.78,12.7,92.37,2.83,57.89,1.45,0.05,94.58,1,0.05,5.42,14.42,15.87,26.99,26.78,26.78,522.5,167200,526.55,168496,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.08,7.93,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,810503685.5,12.7,15742,1207552723.18,13.78,13024,13.78,11288.41,3.35,9.3,0.19,0.13,0.19,4.66,4.66,105371007371.01,13.78,12.7,92.37,2.83,57.89,1.45,0.05,94.58,1,0.05,5.42,14.42,15.87,26.99,26.78,26.78,522.5,167200,526.55,168496,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.08,7.93,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,731788079.47,2.46,5279,1092439293.6,2.46,4832,0.41,27.71,0.03,45.02,0.23,0.0,0.25,6.17,6.17,18456953642.38,0.32,2.46,51.36,0.03,1.41,2.68,0.08,93.44,1,0.07,6.56,28.67,31.31,43.81,40.93,40.93,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.94,15.54,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,731788079.47,2.46,5279,1092439293.6,2.46,4832,0.41,27.71,0.03,45.02,0.23,0.0,0.25,6.17,6.17,18456953642.38,0.32,2.46,51.36,0.03,1.41,2.68,0.08,93.44,1,0.07,6.56,28.67,31.31,43.81,40.93,40.93,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.94,15.54,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,731788079.47,2.46,5279,1092439293.6,2.46,4832,0.41,27.71,0.03,45.02,0.23,0.0,0.25,6.17,6.17,18456953642.38,0.32,2.46,51.36,0.03,1.41,2.68,0.08,93.44,1,0.07,6.56,28.67,31.31,43.81,40.93,40.93,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.94,15.54,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,819410319.41,12.44,15912,1220605548.73,12.44,13024,12.35,11163.75,3.29,8.98,0.19,0.13,0.19,4.68,4.68,104383292383.29,12.35,12.44,91.31,2.77,55.34,1.43,0.05,94.67,1,0.05,5.33,14.46,15.92,27.09,26.88,26.88,518.78,166010,522.84,167309,16,5184,16,0,0,0,82944,2.02,32,128,32,64,4.92,7.69,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,819410319.41,12.44,15912,1220605548.73,12.44,13024,12.35,11163.75,3.29,8.98,0.19,0.13,0.19,4.68,4.68,104383292383.29,12.35,12.44,91.31,2.77,55.34,1.43,0.05,94.67,1,0.05,5.33,14.46,15.92,27.09,26.88,26.88,518.78,166010,522.84,167309,16,5184,16,0,0,0,82944,2.02,32,128,32,64,4.92,7.69,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,819410319.41,12.44,15912,1220605548.73,12.44,13024,12.35,11163.75,3.29,8.98,0.19,0.13,0.19,4.68,4.68,104383292383.29,12.35,12.44,91.31,2.77,55.34,1.43,0.05,94.67,1,0.05,5.33,14.46,15.92,27.09,26.88,26.88,518.78,166010,522.84,167309,16,5184,16,0,0,0,82944,2.02,32,128,32,64,4.92,7.69,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,657894736.84,2.39,5408,988212719.3,2.39,5472,0.4,30.99,0.03,40.14,0.21,0.0,0.22,5.52,5.52,16122807017.54,0.31,2.39,51.36,0.03,1.42,2.54,0.08,93.62,1,0.06,6.38,28.6,31.24,42.71,39.9,39.9,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.28,14.5,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,657894736.84,2.39,5408,988212719.3,2.39,5472,0.4,30.99,0.03,40.14,0.21,0.0,0.22,5.52,5.52,16122807017.54,0.31,2.39,51.36,0.03,1.42,2.54,0.08,93.62,1,0.06,6.38,28.6,31.24,42.71,39.9,39.9,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.28,14.5,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,657894736.84,2.39,5408,988212719.3,2.39,5472,0.4,30.99,0.03,40.14,0.21,0.0,0.22,5.52,5.52,16122807017.54,0.31,2.39,51.36,0.03,1.42,2.54,0.08,93.62,1,0.06,6.38,28.6,31.24,42.71,39.9,39.9,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.28,14.5,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,817848410.76,12.33,15975,1219221169.52,12.82,13088,12.82,11197.15,3.28,9.25,0.19,0.13,0.19,4.67,4.67,103290953545.23,12.82,12.33,92.55,2.76,57.77,1.4,0.05,94.71,1,0.05,5.29,14.4,15.85,26.62,26.41,26.41,518.78,166010,522.83,167305,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.36,8.37,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,817848410.76,12.33,15975,1219221169.52,12.82,13088,12.82,11197.15,3.28,9.25,0.19,0.13,0.19,4.67,4.67,103290953545.23,12.82,12.33,92.55,2.76,57.77,1.4,0.05,94.71,1,0.05,5.29,14.4,15.85,26.62,26.41,26.41,518.78,166010,522.83,167305,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.36,8.37,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,817848410.76,12.33,15975,1219221169.52,12.82,13088,12.82,11197.15,3.28,9.25,0.19,0.13,0.19,4.67,4.67,103290953545.23,12.82,12.33,92.55,2.76,57.77,1.4,0.05,94.71,1,0.05,5.29,14.4,15.85,26.62,26.41,26.41,518.78,166010,522.83,167305,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.36,8.37,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,659883720.93,2.36,5427,985889050.39,2.36,5504,0.4,27.89,0.03,44.46,0.23,0.0,0.25,6.13,6.13,15970930232.56,0.31,2.36,51.37,0.03,1.42,2.46,0.08,93.63,1,0.06,6.37,28.53,31.16,41.42,38.7,38.7,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.84,15.37,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,659883720.93,2.36,5427,985889050.39,2.36,5504,0.4,27.89,0.03,44.46,0.23,0.0,0.25,6.13,6.13,15970930232.56,0.31,2.36,51.37,0.03,1.42,2.46,0.08,93.63,1,0.06,6.37,28.53,31.16,41.42,38.7,38.7,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.84,15.37,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,659883720.93,2.36,5427,985889050.39,2.36,5504,0.4,27.89,0.03,44.46,0.23,0.0,0.25,6.13,6.13,15970930232.56,0.31,2.36,51.37,0.03,1.42,2.46,0.08,93.63,1,0.06,6.37,28.53,31.16,41.42,38.7,38.7,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.84,15.37,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan2,814939024.39,12.42,15945,1213922764.23,12.94,13120,12.94,11175.77,3.28,9.23,0.19,0.13,0.19,4.68,4.68,103648780487.8,12.94,12.42,98.62,2.77,54.62,1.54,0.05,94.69,1,0.05,5.31,14.33,15.78,29.31,29.07,29.07,518.78,166010,523.16,167410,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.36,8.38,32,50,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,2
gaussian,288,b,1,Fan2,814939024.39,12.42,15945,1213922764.23,12.94,13120,12.94,11175.77,3.28,9.23,0.19,0.13,0.19,4.68,4.68,103648780487.8,12.94,12.42,98.62,2.77,54.62,1.54,0.05,94.69,1,0.05,5.31,14.33,15.78,29.31,29.07,29.07,518.78,166010,523.16,167410,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.36,8.38,32,50,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,6
gaussian,288,m,2,Fan2,814939024.39,12.42,15945,1213922764.23,12.94,13120,12.94,11175.77,3.28,9.23,0.19,0.13,0.19,4.68,4.68,103648780487.8,12.94,12.42,98.62,2.77,54.62,1.54,0.05,94.69,1,0.05,5.31,14.33,15.78,29.31,29.07,29.07,518.78,166010,523.16,167410,16,5184,16,0,0,0,82944,2.02,32,128,32,64,5.36,8.38,32,50,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,288,a,0,Fan1,644117647.06,2.44,5219,959191176.47,2.44,5440,0.41,28.65,0.03,43.15,0.22,0.0,0.24,5.97,5.97,16123529411.76,0.32,2.44,51.37,0.03,1.43,2.62,0.08,93.46,1,0.07,6.54,28.46,31.08,42.83,40.01,40.01,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.7,15.16,64,100,111,0x200060000000,0x200060051000,331776,9,35,512.0,384.0,0.0,0
gaussian,288,b,1,Fan1,644117647.06,2.44,5219,959191176.47,2.44,5440,0.41,28.65,0.03,43.15,0.22,0.0,0.24,5.97,5.97,16123529411.76,0.32,2.44,51.37,0.03,1.43,2.62,0.08,93.46,1,0.07,6.54,28.46,31.08,42.83,40.01,40.01,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.7,15.16,64,100,111,0x200060051000,0x200060051480,1152,0,0,0.0,0.0,0.0,4
gaussian,288,m,2,Fan1,644117647.06,2.44,5219,959191176.47,2.44,5440,0.41,28.65,0.03,43.15,0.22,0.0,0.24,5.97,5.97,16123529411.76,0.32,2.44,51.37,0.03,1.43,2.62,0.08,93.46,1,0.07,6.54,28.46,31.08,42.83,40.01,40.01,1.6,511,1.71,547,512,1,17,0,0,0,512,0.0,32,5,32,4,9.7,15.16,64,100,111,0x200060051600,0x2000600a2600,331776,1,8,512.0,128.0,0.0,0
gaussian,304,a,0,Fan2,812359550.56,12.77,17250,1210088951.31,18.26,14240,18.26,12877.86,3.49,10.0,0.19,0.14,0.19,4.67,4.67,106197752808.99,18.26,12.77,90.96,2.95,49.75,1.6,0.05,94.93,1,0.05,5.07,14.41,15.86,31.88,31.67,31.67,597.79,191292,601.84,192588,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.73,8.95,32,50,111,0x200060000000,0x20006005a400,369664,9,40,512.0,384.0,0.0,2
gaussian,304,b,1,Fan2,812359550.56,12.77,17250,1210088951.31,18.26,14240,18.26,12877.86,3.49,10.0,0.19,0.14,0.19,4.67,4.67,106197752808.99,18.26,12.77,90.96,2.95,49.75,1.6,0.05,94.93,1,0.05,5.07,14.41,15.86,31.88,31.67,31.67,597.79,191292,601.84,192588,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.73,8.95,32,50,111,0x20006005a400,0x20006005a8c0,1216,0,0,0.0,0.0,0.0,5
gaussian,304,m,2,Fan2,812359550.56,12.77,17250,1210088951.31,18.26,14240,18.26,12877.86,3.49,10.0,0.19,0.14,0.19,4.67,4.67,106197752808.99,18.26,12.77,90.96,2.95,49.75,1.6,0.05,94.93,1,0.05,5.07,14.41,15.86,31.88,31.67,31.67,597.79,191292,601.84,192588,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.73,8.95,32,50,111,0x20006005aa00,0x2000600b4e00,369664,1,8,512.0,128.0,0.0,0
gaussian,304,a,0,Fan1,646198830.41,2.66,5321,971826267.06,2.66,5472,0.43,27.66,0.03,48.08,0.25,0.0,0.26,6.62,6.62,17631578947.37,0.33,2.66,51.26,0.03,1.47,2.86,0.09,92.96,1,0.07,7.04,28.08,30.65,43.21,40.56,40.56,1.72,550,1.83,586,512,1,17,0,0,0,512,0.0,32,5,32,4,10.43,16.29,64,100,111,0x200060000000,0x20006005a400,369664,9,40,512.0,384.0,0.0,0
gaussian,304,b,1,Fan1,646198830.41,2.66,5321,971826267.06,2.66,5472,0.43,27.66,0.03,48.08,0.25,0.0,0.26,6.62,6.62,17631578947.37,0.33,2.66,51.26,0.03,1.47,2.86,0.09,92.96,1,0.07,7.04,28.08,30.65,43.21,40.56,40.56,1.72,550,1.83,586,512,1,17,0,0,0,512,0.0,32,5,32,4,10.43,16.29,64,100,111,0x20006005a400,0x20006005a8c0,1216,0,0,0.0,0.0,0.0,3
gaussian,304,m,2,Fan1,646198830.41,2.66,5321,971826267.06,2.66,5472,0.43,27.66,0.03,48.08,0.25,0.0,0.26,6.62,6.62,17631578947.37,0.33,2.66,51.26,0.03,1.47,2.86,0.09,92.96,1,0.07,7.04,28.08,30.65,43.21,40.56,40.56,1.72,550,1.83,586,512,1,17,0,0,0,512,0.0,32,5,32,4,10.43,16.29,64,100,111,0x20006005aa00,0x2000600b4e00,369664,1,8,512.0,128.0,0.0,0
gaussian,304,a,0,Fan2,827981651.38,12.74,17215,1232559250.76,16.67,13952,16.67,12843.85,3.5,10.12,0.19,0.14,0.19,4.69,4.69,108032110091.74,16.67,12.74,89.8,2.96,49.36,1.58,0.05,94.78,1,0.05,5.22,14.36,15.79,30.51,30.31,30.31,597.79,191292,601.84,192590,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.9,9.22,32,50,111,0x200060000000,0x20006005a400,369664,9,40,512.0,384.0,0.0,2
